reference,vanilla_RAG_prediction,vanilla_RAG_bleu,vanilla_RAG_sacrebleu,vanilla_RAG_rouge1,vanilla_RAG_rouge2,vanilla_RAG_rougeL,vanilla_RAG_meteor,vanilla_RAG_bert_precision,vanilla_RAG_bert_recall,vanilla_RAG_bert_f1,vanilla_RAG_exact_match,LQR_prediction,LQR_bleu,LQR_sacrebleu,LQR_rouge1,LQR_rouge2,LQR_rougeL,LQR_meteor,LQR_bert_precision,LQR_bert_recall,LQR_bert_f1,LQR_exact_match,modLQR_prediction,modLQR_bleu,modLQR_sacrebleu,modLQR_rouge1,modLQR_rouge2,modLQR_rougeL,modLQR_meteor,modLQR_bert_precision,modLQR_bert_recall,modLQR_bert_f1,modLQR_exact_match,
ڈزنی,سنو ڈاگز اور واپسی کا جادوگر پہاڑ دونوں والٹ ڈزنی کی پروڈکشن کمپنی نے ریلیز کی تھی۔,1.150278362,2.286956778,0.111111111,0,0.111111111,0.185185185,0.729984045,0.841469467,0.781772137,0,سنو ڈاگس اور واپسی جادوگر پہاڑ سے دونوں والٹ ڈزنی پکچرز نے ریلیز کی تھی,1.321794763,2.62796171,0.125,0,0.125,0.208333333,0.715233088,0.83241713,0.769388676,0,"دونوں، برف کے کتے اور جادوگر سے واپسی، ونڈرمیر وے پر شائع ہوئے تھے.",0,0,0,0,0,0,0.741510034,0.84519279,0.789963841,0,
ایئر ایشیا,"داتوک کامارودین بن مرون ٹونگ گروپ کے سی ای او اور ایئر ایشیا کے چیئرمین ہیں ، جس کا صدر دفتر کوالالمپور بین الاقوامی ہوائی اڈے پر ہے۔",1.420360908,2.670706812,0.133333333,0.071428571,0.133333333,0.39893617,0.758681059,0.89320612,0.820465922,0,"کلادیشا کی بانی ڈاٹوک کامارودن کمپنی ""سری وستو"" کے چیئرمین ہیں، جس کا ہیڈ آفس کوالالمپور بین الاقوامی ہوائی اڈے پر واقع ہے۔",0,0,0,0,0,0,0.750723183,0.779384255,0.76478529,0,"کامارودین لنک ایئر لائنز کی چیئرمین ہیں، جو کوالالمپور بین الاقوامی ہوائی اڈے پر اپنے ہیڈ آفس کے ساتھ ایک علاقائی ایئر لائن اسٹارٹ اپ تھا.",0.726585776,1.387819278,0.071428571,0,0.071428571,0.111111111,0.755928934,0.828077674,0.790360212,0,
2007ء کی دہائی,"کوربن بلیو نے 2002 میں ""دی چیتا گرلز"" کوریج اسکول پر اپنی اداکاری کے لئے مشہور ہوئے جس کی پروڈیوسر والٹر ونجر تھے۔",0.828228266,1.506189323,0.076923077,0,0.076923077,0.094339623,0.781360686,0.855630934,0.816811025,0,"کوربن بلیو ریورز نے 2013 ء میں ""جمپ ان"" میں اداکاری کی تھی۔",1.553712569,2.62796171,0.125,0,0.125,0.11627907,0.828510344,0.883605123,0.855171263,0,"کوربن بلیو ریورز نے اصل ""جمپ ان!"" فلم میں 2007 میں اداکاری کی تھی ، جس میں ایک مصروف بالغ کردار کو ادا کیا گیا تھا۔ اس سے پہلے، وہ فرینک ڈیلر نامی کردار میں ""جمپ ان!"" سیریز کی ایک دوسری فلم میں نظر آئے تھے۔",0.39973956,0.700277392,0.040816327,0,0.040816327,0.06097561,0.773752034,0.850752831,0.810427547,0,
1996ء میں,"ٹیم ٹی این ٹی نے ""ٹی این ٹی: ارتقاء"" قسط بنائی اور فرسٹ پرسن شو کو جاری کیا ، جو 1998 میں ریلیز ہوا۔",0.791324727,1.387819278,0.076923077,0,0.076923077,0.108695652,0.77212429,0.846255064,0.807491839,0,"اس کھیل کو 2017 میں جاری کیا گیا تھا ، جس میں ٹیم ٹی این ٹی نے ""ٹی این ٹی: ارتقاء"" قسط بنائی تھی۔",0.791324727,1.387819278,0.076923077,0,0.076923077,0.108695652,0.770654082,0.851748705,0.809174657,0,"کسی بھی مخصوص کھیل کی طرف اشارہ کرنے کے لئے سیاق و سباق کافی معلومات کے بغیر ، میں اس سوال کا درست جواب فراہم نہیں کرسکتا ہوں۔ براہ مہربانی کسی مخصوص گیم یا سلسلے کی طرف اشارہ کریں جس کا آپ حوالہ دے رہے ہیں ، اور میں وضاحت کرنے کے لئے خوش ہوں گا!",0.326358489,0.63716245,0.034482759,0,0.034482759,0.065789474,0.729767382,0.821780562,0.773045599,0,
سین اور پیرس,"""دی سیکریٹ آف موناکر"" پہلی دستاویزی فلم تھی جس نے ریلیز کی تاریخ میں سین مائٹس این پیرس یا چاند کی شکل کا سوال حل کرنے کی ضرورت نہیں ہے.",0.74258682,1.335598088,0.121212121,0,0.121212121,0.166666667,0.800563514,0.879701018,0.838268697,0,سین میٹس پیرس پہلا دستاویزی فلم تھا جسے یونائیٹڈ آرٹسٹس نے ریلیز کیا تھا اور والٹر ونجر نے پروڈیوس کیا تھا اور مائلس کونولی اور کیتھرین سکوولا نے اس کی کہانی لکھی ہے۔,0.743436016,1.478082256,0.166666667,0,0.111111111,0.245901639,0.782164216,0.91397047,0.842945993,0,دی سیکرٹ آف موناکر,0,0,0,0,0,0,0.857319295,0.895143688,0.875823259,0,
ستارے,"فلم ""سیکس ڈرائیو"" میں امانڈا کرو ایک کردار ادا کرتی تھی جس کا نام پام بیکن تھا، جو اس وقت کی سب سے بڑی آن لائن فیوریشنز میں سے ایک ہے اور پیپری پروفائلر ""پی پی"" کے طور پر مشہور ہے.",0,0,0,0,0,0,0.761749864,0.842792034,0.800224364,0,"سیکس ڈرائیو میں امانڈا کرو کا کردار ایک لڑکی کا نام ہے جس سے ٹام ہینسن ، مرکزی اداکار ، آن لائن ملتے ہیں اور وہ مل کر سفر پر جاتے ہیں۔",0,0,0,0,0,0,0.776097894,0.848112702,0.810508788,0,ایمانڈا کرو سیکس ڈرائیو فلم سے تعلق رکھنے والی ایک شخصیت نہیں ہے۔,0,0,0,0,0,0,0.792575955,0.847681046,0.8192029,0,
جان بوئڈ,"1889 میں ، برمنگھم ، انگلینڈ میں ""2010 اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ"" کو اسپانسر کے طور پر ڈنلوپ ٹائر کے ذریعہ پیش کردیا گیا تھا۔ برانڈ کی بنیاد وہی سال ، برطانوی جان بوڈ ڈنلوپ نے رکھی تھی۔",0.428656685,0.813035057,0.044444444,0,0.044444444,0.076923077,0.781969666,0.855337381,0.817009687,0,"اس نے 1889 میں برمنگھم ، انگلینڈ میں 2010 اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ کا ٹائٹل اسپانسر قائم کیا۔",0,0,0,0,0,0,0.78733772,0.852357626,0.818558455,0,"اس نے 1889 میں برمنگھم ، انگلینڈ میں 2010 اے ایم اے پرو امریکن سپر بائیک چیمپئن شپ کا ٹائٹل اسپانسر قائم کیا۔

اس نے اس ٹورنامنٹ کو اسپانسر کرکے اپنی ساکھ میں اضافہ اور دنیا بھر میں برانڈنگ حاصل کی ، جس سے متعدد چیمپیئن شپ کے ٹائٹلز ، ایوارڈوں اور ریلیف ایونٹس کا انعقاد ہوا جو اس نے منظم کیا تھا یا بطور اسپانسر شرکت کی تھی۔

اس سیریز میں متعدد چیمپیئن شپ ٹائٹلز، ایوارڈز اور ریلیف ایونٹس شامل تھے جو اس نے منظم کیے یا جیتے یا ان میں اسپانسر کے طور پر حصہ لیا۔",0,0,0,0,0,0,0.750610709,0.843749046,0.794459403,0,
سی این این,"مشی گن کے سابق گورنر جینیفر گران ہولڈ کی دوبارہ انتخابی مہم کے لئے ایک نئے عہدے کا اعلان کرنے والے مشی گن کے سابق گورنر ہاورڈ ایڈلسن وہ شخص ہیں جن کا نام البرٹ ای سلیپر پر رکھا گیا ہے اور ان کی پیدائش 25 اپریل ، 1960 کو ہوئی تھی۔",0,0,0,0,0,0,0.753853559,0.850054622,0.799069047,0,"مشی گن کے سابق گورنر جینیفر گرن ہولڈ نے 2006 ء میں دوبارہ انتخاب کا عہد کیا تھا اور انہیں مہم کی قیادت کرنی تھی ، اس کے علاوہ ، وہ مشی گن میں سستی توانائی اور ٹیکس اصلاحات جیسی کامیاب پالیسیوں کو نافذ کرنے میں بھی شامل ہیں۔ ان کی مہم کی قیادت ہاورڈ ایڈلسن نے کی تھی ، جو مشی گن کے سابق گورنر البرٹ ای سلیپر کے نام پر رکھا گیا سیاسی مشورہ اور مہم کا کاروبار ایڈلسن گروپ چلاتا ہے۔",0,0,0,0,0,0,0.747221828,0.8503775,0.795469344,0,"مشی گن کے سابق گورنر جینیفر گرین ہولڈ کی دوبارہ انتخابی مہم کے لئے ہاورڈ ایڈلسن نے مہم مینیجر کے طور پر کام کیا تھا ، اور انہوں نے اسٹینڈل کی قیادت میں مشی گن میں سستی توانائی اور ٹیکس اصلاحات جیسے دیگر کامیاب بیلٹ اقدامات کو چلاتے ہوئے متعدد پالیسیوں پر اثر انداز کیا تھا۔",0,0,0,0,0,0,0.756228626,0.854531229,0.802380264,0,
ڈیجیٹل دور,"دی گئی معلومات کی بنیاد پر ، یہ معلوم ہوتا ہے کہ مصنف ""مستقیم"" ناول کو امریکی لیبرا نے لکھا ہے جس میں اس بارے میں بات کی گئی ہے ، لیکن یہ درست طور پر وضاحت نہیں کرتا ہے کہ آیا مصنف نیل اسٹیفنسن ہیں یا نہیں۔ مزید برآں، ""دی ریڈر"" ایک فرضی فلم ہے جو ایک اور کتاب پر مبنی ہے، جس میں مختلف مصنف اور اداکار شامل ہیں.",0,0,0,0,0,0,0.78701508,0.86246562,0.823014736,0,"اس ناول کو امریکی مصنف نیل اسٹیفنسن نے لکھا ہے ، اور یہ دو مختلف دوروں میں ترتیب دیا گیا ہے۔",0,0,0,0,0,0,0.800293505,0.875676453,0.836289644,0,"ج. مصنف ایڈنا او برائن ہیں اور کتاب کا عنوان ""مستقیم"" ہے",0,0,0,0,0,0,0.806832135,0.859946787,0.832543135,0,
1945ء میں,"مائیکل کولنز ایک آئرش مصنف ہیں جنہوں نے ""کیپلر"" نامی ناول لکھا تھا، جسے 2000 میں بوکر پرائز کے لئے شارٹ لسٹ کیا گیا تھا۔",0.757573123,1.387819278,0.074074074,0,0.074074074,0.106382979,0.749151945,0.812540889,0.77955997,0,"مائیکل کولنز ، جو ایک آئرش ناول نگار اور بین الاقوامی الٹرا ڈسٹنس رنر بھی ہیں ، 1964 میں پیدا ہوئے تھے۔ ان کی کتاب ""دی کیپر آف ٹروتھ"" کو 2000 کا بوکر پرائز ملا تھا اور لکھنے کے بچپن سے مصنف نیل اسٹیفنسن کے ایک اور ناول ، جس میں دو مختلف دوروں میں ترتیب دی گئی کہانی ہے ، ""کرپٹونومیکن"" شامل تھا۔ مزید برآں، یہ پتہ چلا ہے کہ ایک اور آئرش ناول نگار جیرارڈ ڈونوین 1963 میں پیدا ہوا تھا اور ان کی کتاب ""دی اسپیکٹر گرل"" کو ایوارڈز ملے تھے۔",0.192260468,0.358960578,0.020833333,0,0.020833333,0.040983607,0.716064215,0.806674302,0.75867337,0,"مائیکل کولنز ، جو 1964 میں پیدا ہوئے تھے ، ایک آئرش ناول نگار ہیں جن کا ناول ""دی کیپر آف ٹروتھ"" 2000 میں شائع ہوا تھا اور بوکر انعام کے لئے شارٹ لسٹ کیا گیا تھا۔",0.501172466,0.943228467,0.051282051,0,0.051282051,0.086206897,0.742655694,0.814334869,0.776845276,0,
سیٹھ ہارون روجن,"""کنگ فو پانڈا"" فلم کی آواز اداکار کو نئی گلیسیا اور جیک بلیک سے کم ہے.",0,0,0,0,0,0,0.824375749,0.868084729,0.845665812,0,امریکی نژاد کینیڈین اداکار جو اسٹینڈ اپ کامیڈی سے اپنے کیریئر کا آغاز کرنے کے لئے جانا جاتا ہے وہ ایکشن اسٹار کیو ونگرٹ ہے۔,0,0,0,0,0,0,0.792935908,0.857914507,0.82414639,0,وینگرٹ,0,0,0,0,0,0,0.894271255,0.855510056,0.874461293,0,
1981ء میں,"بارنی گمبلی ایک امریکی کارٹون کردار ہے جس کی آواز ڈین کاسٹیلانیٹا نے دی ہے اور اس کی پہلی نمائش سیریز کے پریمیئر ایپی سوڈ میں ہوئی تھی ، سمپسنز: روٹنگ آن ایک اوپن فائر۔ وہ اسپرنگ فیلڈ کا شہر کا نشے میں ہے اور ہومر سمپسن کا بہترین دوست ہے",0.359340051,0.700277392,0.037735849,0,0.037735849,0.070422535,0.709796429,0.799378633,0.751928806,0,"میرے سیاق و سباق کی بنیاد پر ، سوال کا مناسب جواب اس سال 1918 ہے۔",0,0,0,0,0,0,0.799848855,0.813019812,0.80638057,0,"ایپ 1918 میں ایمسٹرڈیم، نیدرلینڈز میں پیدا ہوئے اور اپنے اسٹیج کیریئر پر 1971 میں ریٹائر ہونے تک کام جاری رکھا. وہ اپنی مشہور چہرے کی خصوصیات، پریشانی سے بھرا ہوا آواز اور مضحکہ خیز اسکرپٹس کے لئے جانا جاتا تھا.",0.450377812,0.852245287,0.046511628,0,0.046511628,0.080645161,0.748614609,0.812232733,0.779127181,0,
نہیں,جی ہاں,0,0,0,0,0,0,0.813237667,0.873974442,0.842512786,0,"مجھے افسوس ہے ، لیکن میرے پاس اس سوال کا صحیح طور پر جواب دینے کے لئے تمام معلومات نہیں ہیں کیونکہ سیاق و سباق میں اضافی معلومات شامل نہیں ہیں۔",0.603240173,1.199348129,0.0625,0,0.0625,0.12195122,0.762290895,0.823389351,0.791662991,0,"جی ہاں، بلیو گراس موسیقی جوی ویو کنٹری بینڈ اور آر اینڈ بی گروپ دونوں سے قریب سے تعلق رکھتی ہے. یہ مختلف صنفوں کا امتزاج ہے جو عام طور پر جنوب مشرقی ریاستہائے متحدہ میں غلاموں اور گاؤں کی موسیقی سے شروع ہوتی تھی ، جس میں روک اینڈ رول کا بھی اثر تھا۔",0,0,0,0,0,0,0.74232167,0.816643536,0.777711034,0,
کیلس کا راز,"فلم ""پوکیمون: جواہرات زندگی"" پہلے ریلیز ہوئی، اس کا پریمیئر 15 دسمبر 2000 کو ہوا اور یہ 19 دسمبر 1998 کو ریلیز کی جانے والی فلم ""دی سیکرٹ آف کیلس"" سے پہلے ریلیز ہوئی تھی۔",0.531125656,1.092534162,0.052631579,0,0.052631579,0.144927536,0.80266571,0.895010948,0.846326768,0,پریمیئر پہلے دی سیکرٹ آف کیلس کا رخ ہوا۔,5.071215337,9.535414041,0.333333333,0.2,0.333333333,0.506756757,0.85178864,0.923712969,0.886294007,0,''پوکیمون: دی جیول آف لائف '',0,0,0,0,0,0,0.834223151,0.864496052,0.849089861,0,
"بینجمن ""بگسی"" سیگل","1930 کی دہائی میں ایک امریکی گینگ نے کوہن خاندان قائم کرنے کا کام انجام دیا ، جسے سیگل فیملی بھی کہا جاتا ہے اور یہ نیو یارک سٹی ، امریکہ میں ایک اطالوی نژاد امریکی جرائم پیشہ خاندان تھا جو بینجمن سیگل کے ذریعہ قائم کیا گیا تھا اور 1933 اور 1961 کے درمیان فعال رہا۔ اس گینگ کو یہودی امریکیوں کی تاریخ اور تجربات پر تحقیق کرنے کے لئے سیموئیل ایل اور پیری ہیبر چیئر اور گلدریچ فیملی انسٹی ٹیوٹ برائے یدش زبان ، ثقافت کی طرف سے درج کیا گیا تھا۔",0.228637516,0.45457181,0.041237113,0,0.041237113,0.070921986,0.780730963,0.836686969,0.807741046,0,"یقینی طور پر ، کوہن فیملی یا سیگل کوہن فیملی 1930 کی دہائی میں نیو یارک شہر کے ایک امریکی مافیا مالک بینجمن سیگل نے قائم کیا تھا۔",0.798727635,1.588011771,0.129032258,0,0.129032258,0.135135135,0.804470301,0.839179158,0.82145828,0,"جی ہاں ، کوہن فیملی یا سیگل کوہن فیملی کو اکثر اطالوی جرائم پیشہ خاندان سمجھا جاتا ہے کیونکہ بینجمن سیگل نیو یارک کے ایک امریکی مافیا تھے اور اس خاندان نے 1933 سے 1961 تک سرگرمی جاری رکھی۔ تاہم ، کوہن فیملی یا سیگل فیملی کی شناخت یہودی اطالوی جرائم پیشہ گروپ کے طور پر بھی کی گئی تھی کیونکہ بینجمن سیگل نیو یارک میں یہودی مافیا کا بانی تھا۔ اس خاندان کو ان کے اپنے آباؤ اجداد اور اپنی ثقافت سے وابستگی کی وجہ سے بھی اکثر یہودیت کے طور پر بیان کیا جاتا ہے۔",0.221454185,0.440290078,0.04,0,0.04,0.068965517,0.778859615,0.832580745,0.80482471,0,
Aguardente کی کینہ,"نہیں، پونچا ایک روایتی الکحل مشروب نہیں ہے جو اجزاء سے بنایا جاتا ہے جو لفظ aguardiente سے ماخوذ ہوتا ہے. پونچا ایک مقامی الکحل مشروب ہے جو جنوبی میکسیکو میں چیاپاس خطے میں پیدا ہوتا ہے ، اور اس کا ذائقہ روایتی طور پر مکئی ، گنے یا گندم سے آتا ہے۔ اگرچہ پونچا کو ""روایتی الکحل مشروب"" سمجھا جاسکتا ہے ، لیکن اس کا تعلق لفظ aguardiente سے نہیں ہے جو پانی یا کسی دوسرے سیال سے برقی چمک پیدا کرنے والے عمل کے لئے استعمال ہونے والا نام ہے ، اور اس میں اکثر انیس یا ذائقہ دار شراب شامل نہیں ہوتی ہے۔",0,0,0,0,0,0,0.771595955,0.842828393,0.805640697,0,"""پونچا"" اور ""اگوردینٹ"" اس سیاق و سباق میں متعلقہ الفاظ نہیں ہیں. پونچا ایک جزیرہ مادیرا کا مشروب ہے جس کی ترکیب میں شوگر کی رسی کا رس ، شہد ، چینی ، لیموں کے تھیلے اور مختلف پھلوں کا رس شامل ہوتا ہے۔ دوسری طرف، ""اگوردینٹ"" ایک عام لفظ ہے جو اسپیسپرو یا دیگر مصنوعات سے بنائی جانے والی شراب کو بیان کرنے کے لئے استعمال ہوتا ہے.",0.26348495,0.468333993,0.027777778,0,0.027777778,0.047169811,0.789259911,0.836956263,0.812408626,0,"پونچا ایک روایتی الکحل مشروب ہے جو جزیرہ مادیرا سے ہے ، اور اس کا نام ""اقوادینٹی"" الفاظ کے مرکب سے آتا ہے جس کا مطلب پانی ہوتا ہے۔",0,0,0,0,0,0,0.803884566,0.843913674,0.823412836,0,
717 سے 720 تک,مسجد الحسن کا قیام اموی خلیفہ عمر بن عبد العزیز نے 717ء سے 720ء تک حکومت میں کیا تھا جبکہ فاطمی سلطنت کے آخری خلیفہ ابو القاسم نے مصر پر حکمرانی کی۔,0.693824718,1.379446222,0.111111111,0,0.111111111,0.144927536,0.754857659,0.863871932,0.805693984,0,مسجد الحسن کا قیام عمر دوم نے کیا تھا۔,0,0,0,0,0,0,0.778933108,0.796963692,0.787845314,0,مسجد الحسن کا قیام اموی خلیفہ عمر دوم نے 717 اور 720 کے درمیان تعمیر کیا تھا۔,1.367919212,2.719665272,0.19047619,0,0.19047619,0.185185185,0.778983653,0.846102536,0.811157048,0,
27۔,"""دی مونسٹر"" ایمینم کا گانا ہے، ریحانہ کے ساتھ اس میں شامل کردار ادا کرتا ہے",0,0,0,0,0,0,0.742638469,0.792256534,0.766645551,0,"""ایوریڈی فول"" امریکی راک بینڈ ایوننس کا گانا ہے، جو ان کے پہلے اسٹوڈیو البم ""فیلن"" سے چوتھے اور آخری سنگل کے طور پر جاری کیا گیا تھا. یہ ایمی لی اور بین موڈی نے لکھا تھا اور اس کی تیاری ڈیو فورٹ مین نے کی تھی۔ اس گانے میں راک اور ہیوی میٹل عناصر شامل ہیں اور اس کی سازش میں ڈرم اور گٹار شامل ہیں. یہ گانا، نغمہ اور گانے کے بارے میں بات کرتا ہے.

""میرا دل ٹوٹ گیا ہے"" ایک دوسرا امریکی راک بینڈ ایوننس کا گانا ہے جو ان کے اسٹوڈیو البم ""فیلن"" سے چوتھے اور آخری سنگل کے طور پر جاری کیا گیا تھا۔ یہ ایمی لی، ٹیری بالسموس، ٹم میکورڈ، ول ہنٹ اور زچ ولیمز نے لکھا تھا، جبکہ اس کی تیاری نک راسکولینچ نے کی تھی۔ یہ گانا ایک اپ ٹیمپو راک بالڈ ہے ، جس میں پیانو ، گٹار اور ڈرم شامل ہیں۔

اورال اینڈ رائٹ ایک امریکی ملک موسیقی جوڑی تھی جس میں رابرٹ ایلس اورال اور کرٹس رائٹ شامل تھے۔ دونوں ممبروں نے سولو البمز بھی ریکارڈ کیے ، جن میں پہلے ہی ان کا چارٹنگ سنگل شامل تھا۔

ایلیک اونس ورتھ (پیدائش: 1 دسمبر، 1977) ایک امریکی گلوکار، گانا لکھنے والا، گٹارسٹ اور انڈی راک بینڈ کلیپ آپ کے ہاتھوں میں ہانک پائپر کی فرنٹ میننگ کردار ادا کرتا ہے۔ وہ پیلیکن پیکینک اور فلش فیشن کے ساتھ بھی کام کر رہے تھے۔

""ایوریڈی فول"" امریکی راک بینڈ ایوانسینس کی طرف سے گایا جانے والا ایک گانا ہے جو 7 جون ، 2004 کو ان کے پہلے اسٹوڈیو البم ، ""فیلن"" سے چوتھا اور آخری سنگل جاری کیا گیا تھا۔ یہ ایمی لی اور بین موڈی نے لکھا تھا اور اس کی تیاری ڈیو فورٹ مین نے کی تھی۔

ان سوال کے سیاق و سباق میں ، پولینا گوڈیوا ایمی لی کا حوالہ دیتے ہوئے امریکی گلوکار اور گانا لکھنے والے کی طرف اشارہ کر رہی ہیں جن کے بارے میں ذکر کیا گیا تھا ، جس سے پتہ چلتا ہے کہ وہ ایوانسینس کا حصہ ہیں اور ""میرا دل ٹوٹ گیا"" گانے میں شامل ہیں ، جبکہ دوسرے حوالہ سے پتہ چلتا ہے کہ یہ ایوننس کی طرف سے ""ایوریڈی فول"" گانے میں شامل ہے۔",0,0,0,0,0,0.011682243,0.676015735,0.785052598,0.726465523,0,"""لائیو این وِنٹر لینڈ 68"" ایک امریکی گلوکارہ ماریگٹ وٹمن کے ایک البم کا نام ہے، جس نے ایک نیروئن کی زیادہ مقدار سے اپنی زندگی کھو دی تھی. یہ سیاق و سباق میں کسی بھی دوسرے موضوع یا گانے سے متعلق نہیں لگتا ہے جس کا ذکر کیا گیا ہے ، لیکن ماریگٹ وٹمن کی زندگی اور کیریئر ایک الگ موضوع ہوسکتا ہے جو مزید تحقیق اور سیاق و سباق سے متعلق تفصیلات کا مطالعہ کرنے پر تلاش کیا جاسکتا ہے۔",0,0,0,0,0,0.047619048,0.714086235,0.803598404,0.756202579,0,
کینٹربری,"کارڈینل پول رومن کیتھولک اسکول کا نام آخری رومن کیتھولک آرچ بشپ ریجنالڈ پول ، کینٹربری کے نام پر رکھا گیا ہے۔",0.868747578,1.727223799,0.086956522,0,0.086956522,0.15625,0.789045572,0.917402089,0.84839648,0,"اسلام و عليکم السلام، اس سوال کا درست جواب سیاق و سباق میں موجود معلومات کی بنیاد پر 'کارڈینل ریجنالڈ پول' ہوگا۔",0,0,0,0,0,0,0.784145355,0.841048539,0.811600804,0,کارڈینل ریجنالڈ پول کینٹربری کے آخری رومن کیتھولک آرچ بشپ کی حیثیت سے۔,1.553712569,3.089055318,0.142857143,0,0.142857143,0.217391304,0.82747215,0.884916067,0.85523057,0,
ایڈم ریکس,"کرسٹوفر بیک کا گانا ""ڈانسنگ ان دی ڈارک"" ، میگن ٹرینر نے لکھا اور پرفارم کیا تھا ، ایک فلم کے ساؤنڈ ٹریک کے حصے کے طور پر ریکارڈ کیا گیا تھا جس کی ہدایتکاری والٹر ونجر نے کی تھی اور یونائیٹڈ آرٹسٹس نے ریلیز کی تھی ، جو مائلس کونولی اور کیتھرین سکوولا کی طرف سے لکھی گئی ایک فلم ہے جس میں گیری پالسن کی کتاب ""دی ڈاگ"" پر مبنی ہے۔",0,0,0,0,0,0,0.728157103,0.850365102,0.784530461,0,"""ڈانسنگ ان دی ڈارک"""" کا گانا ایوانسینس کی طرف سے ""دی اوپن ڈور"" البم سے 2007 میں جاری کیا گیا ایک گانا ہے، جبکہ ""ایوریڈی فول"""" اسی بینڈ نے ""فیلن"" البم سے 2004 میں ریلیز کیا تھا۔",0,0,0,0,0,0,0.753918886,0.852418303,0.800148606,0,"یہ ساؤنڈ ٹریک گانا """"دی ریڈر"""" کے لئے ریکارڈ کیا گیا تھا ، جس کی ہدایتکاری اسٹیفن ڈولڈری نے کی تھی اور برنیارڈ شیلنک کے ایک جرمن ناول پر مبنی ہے۔ اس فلم میں اداکاری کرنے والوں میں رالف فین اور کیٹ ونسلیٹ شامل تھے ، جبکہ پروڈیوسر والٹر ونجر تھے اور اسکرپٹ مائلس کونولی اور کیتھرین سکوولا نے لکھا تھا۔",0,0,0,0,0,0,0.729981065,0.848650455,0.784855485,0,
لیزا مینلی اور چیٹا ریویرا,"اس سوال کا کوئی درست جواب نہیں لگتا کیونکہ سیاق و سباق فراہم کرنے والا اس بارے میں اضافی معلومات فراہم نہیں کر رہا ہے کہ ایسا کوئی ٹیم کیا تھی جس نے اسکاٹسبورو بوائز کے لئے موسیقی اور الفاظ تخلیق کیے تھے۔ تاہم ، سوال میں بیان کردہ تفصیلات سے پتہ چلتا ہے کہ اسکاٹس بورو بوائز ایک میوزیکل پروگرام ہے جو جان کینڈر کی موسیقی اور فریڈ ایب کے الفاظ پر مبنی ہے ، لہذا یہ ٹیم وہ تھی جنہوں نے اس میوزیکل کو تخلیق کیا۔",0.20559861,0.408766391,0.021505376,0,0.021505376,0.037037037,0.779012918,0.840663016,0.808664739,0,"اسکاٹسبورو بوائز ایک میوزیکل ہے جس کی موسیقی جان کینڈر اور الفاظ فریڈ ایب نے لکھی ہے ، جسے دی سکاٹس بورو بوائز ٹریئل پر مبنی کیا گیا ہے۔ یہ میوزیکل بہت سے فنکاروں کی نمائش اور ان کی موسیقی کی ترقی میں مدد کرنے کے لئے جانا جاتا ہے ، جن میں ویزر ، سیکسن ، نیون انڈین ، ولف گینگ ، امونیا ، ایڈ ہارکورٹ ، اسپارک ہورس ، کیفے ٹاکوبا اور بہت سے دوسرے شامل ہیں۔",0.22947929,0.456245405,0.023809524,0,0.023809524,0.03968254,0.791113377,0.851020992,0.819974363,0,اس کا کوئی تعلق نہیں ہے.,0,0,0,0,0,0,0.867232323,0.837407112,0.852058768,0,
جارج کیسی والٹر,"کون سا شخص اولیگ پینکوفسکی یا جارج کیس والٹر پہلے پیدا ہوا تھا؟ یہ معلومات سیاق و سباق میں فراہم نہیں کی گئی ہیں ، لہذا اس سوال کو درست طور پر جواب دینا ممکن نہیں ہے۔",0.595997863,1.184949137,0.1,0,0.1,0.151515152,0.812700748,0.8901999,0.849686801,0,"مجھے افسوس ہے، میں متن میں بیان کردہ معلومات کی بنیاد پر پوائنٹس کو جوڑنا یا ان کا موازنہ کرنا مشکل محسوس کرتا ہوں.",0,0,0,0,0,0,0.818939745,0.846045494,0.832272053,0,"کوئی ان کی پیدائش کی تاریخ فراہم نہیں کرتا ہے، لہذا یقین سے کہنا مشکل ہے.",0,0,0,0,0,0,0.837504327,0.848458648,0.842945933,0,
