Unnamed: 0,Title,Content,Translated_Content
22,Face Value (play),"Face Value was a 1993 play by American playwright David Henry Hwang.  It was to be the second Broadway production of the playwright's work, but it closed in previews on March 14, 1993.  The production was scheduled to open at the Cort Theatre.  It was directed by Jerry Zaks, with B. D. Wong, Jane Krakowski, Mark Linn-Baker, Mia Korf, and Gina Torres in the cast.","""فیس ویلیو (انگریزی: Face Value) ایک امریکی ڈرامہ نگار ڈیوڈ ہینری ہوانگ کا 1993ء کا ڈرامہ ہے۔ یہ ڈرامہ نگار کے کام کی دوسری براڈوے پروڈکشن تھی، لیکن یہ 14 مارچ 1993ء کو بند ہوگئی۔ یہ پروڈکشن کورٹ تھیٹر میں شروع ہونے والی تھی۔ اس کی ہدایت کاری جیری زیکس نے کی تھی، جس میں بی ڈی وانگ، جین کرکوسکی، مارک لین بیکر، میا کورف اور جینا ٹورس بھی شامل تھے۔"""
23,Family Devotions,"Family Devotions is a 1981 play by American playwright David Henry Hwang.  Hwang's third play, it depicts the clash of West and East within three generations of an Americanized Chinese family living in a Los Angeles suburb.  The play premiered on October 18, 1981 Off-Broadway at the Joseph Papp Public Theater.  It was directed by Robert Allan Ackerman, with Michael Paul Chan, Jodi Long, Lauren Tom, and Victor Wong.  The play was nominated for a Drama Desk Award.",فیملی دیویشنز (انگریزی: Family Devotions) امریکی ڈرامہ نگار ڈیوڈ ہنری ہوانگ کا ایک ڈرامہ ہے۔ یہ ڈرامہ امریکہ کے ایک چینی خاندان کی تین نسلوں کے درمیان مغرب اور مشرق کے تصادم کو پیش کرتا ہے۔ یہ ڈرامہ 18 اکتوبر 1981 کو جوزف پاپ پبلک تھیٹر میں آف براڈوے پر پیش کیا گیا تھا۔ اس کا ہدایت کار رابرٹ ایلن ایکر مین تھا ، جس میں مائیکل پال چان ، جوڈی لانگ ، ٹام لورن اور وکٹر وانگ شامل تھے۔
24,B. D. Wong,"Bradley Darryl ""BD"" Wong (born October 24, 1960) is an American actor.  Wong won a Tony Award for his performance as Song Liling in ""M. Butterfly"", becoming the only actor in Broadway history to receive the Tony Award, Drama Desk Award, Outer Critics Circle Award, Clarence Derwent Award, and Theatre World Award for the same role.  He has since gained more notability for playing the roles on """", Father Ray Mukada on ""Oz"", Dr. John Lee on ""Awake"", Dr. Henry Wu in the first ""Jurassic Park"" film as well as the fourth entry, ""Jurassic World"", and Ngapoi Ngawang Jigme in the film ""Seven Years in Tibet"".  As of August 13, 2017, Wong is the host of the new HLN medical documentary series ""Something's Killing Me With BD Wong"".","""ڈیرل وانگ (انگریزی: Daryl W. Wong) ایک امریکی اداکار اور اداکار ہے۔ انہوں نے """"M. Butterfly"""" میں سونگ لینگ کے کردار کے لئے ٹونی ایوارڈ جیتا۔ وہ براڈوے کی تاریخ میں واحد اداکار بن گئے جنہوں نے اسی کردار کے لئے ٹونی ایوارڈ ، ڈرامہ ڈیسک ایوارڈ ، آؤٹ کرٹکس سرکل ایوارڈ ، کلارنس ڈیر وانگ ایوارڈ ، اور تھیٹر ورلڈ ایوارڈ حاصل کیا۔ اس کے بعد سے وہ """"Oz"""" میں فادر رے موکادا ، """"A Dr. John Lee"""" میں ڈاکٹر جان وانگ ، """"Jurassic Park"""" میں پہلی فلم میں ہنری وو ، اور """"Jurassic World"""" میں """"Seven Years in Tibet"""" میں نگا نگا نگا وانگ کے طور پر مشہور ہوئے۔"""
25,The Sound of a Voice,"The Sound of a Voice is a 1983 play by American playwright David Henry Hwang.  Hwang's fifth play, it is an original ghost story inspired by Japanese folk stories, films, and Noh theater.  The play was first produced as part of the production ""Sound and Beauty"" on November 6, 1983 Off-Broadway at the Joseph Papp Public Theater.  It was directed by and featured John Lone.","آواز کی آواز (انگریزی: The Sound of a Voice) ایک امریکی ڈرامہ نگار ڈیوڈ ہنری ہوانگ کا 1983 کا ڈرامہ ہے۔ یہ ایک اصل بھوت کی کہانی ہے جو جاپانی لوک کہانیوں ، فلموں اور نو تھیٹر سے متاثر ہے۔ یہ ڈرامہ 6 نومبر ، 1983 کو آف براڈوے پر جوزف پیپ پبلک تھیٹر میں پروڈکشن ""ساؤنڈ اینڈ بیوٹی"" کے حصے کے طور پر تیار کیا گیا تھا۔ اس کی ہدایت کاری اور نمایاں کیا گیا تھا جان لون۔"
26,The House of Sleeping Beauties,"The House of Sleeping Beauties is a 1983 play by American playwright David Henry Hwang.  Hwang's fourth play, it is an adaptation of Yasunari Kawabata's novella ""House of the Sleeping Beauties"".  The play depicts Kawabata and how he might have come to have written the novella.  The play was first produced as part of the production ""Sound and Beauty"" on November 6, 1983 Off-Broadway at the Joseph Papp Public Theater.  It was directed by John Lone, with Victor Wong in the cast.","""اسپنگ بیوٹیز کا گھر (انگریزی: The House of Sleeping Beauties) ایک امریکی ڈرامہ نگار ڈیوڈ ہینری ہوانگ کا ایک ڈرامہ ہے۔ یہ ڈرامہ اس وقت شائع ہوا جب اس نے اس ناول کو لکھا تھا۔ یہ ڈرامہ """"ساؤنڈ اینڈ بیوٹی"""" کے طور پر 6 نومبر ، 1983 کو آف براڈوے میں جوزف پیپ پبلک تھیٹر میں پیش کیا گیا تھا۔ یہ فلم جان لون نے ہدایت کی تھی۔"""
27,Yellow Face (play),"Yellow Face is a semi-autobiographical play by David Henry Hwang, featuring the author himself as the protagonist, mounting his 1993 play ""Face Value"".  The play's themes include questions of race and of the interaction between media and politics.","""دیویڈ ہینری ہوانگ کا """"پیلا چہرہ"""" ایک نیم سوانحی ڈرامہ ہے جس میں مصنف خود کو مرکزی کردار کے طور پر پیش کیا گیا ہے ، جس میں اس کے 1993 کے ڈرامے """"فیس ویلیو"""" پر مشتمل ہے۔ اس ڈرامے کے موضوعات میں نسل اور میڈیا اور سیاست کے مابین تعامل کے سوالات شامل ہیں۔"""
28,Jurassic Park III: Island Attack,"Jurassic Park III: Island Attack (known as Jurassic Park III: Advanced Action in Japan and Jurassic Park III: Dino Attack in Europe; originally known as Jurassic Park III: Primal Fear) is a video game for the Game Boy Advance.  ""Island Attack"" is loosely based on the 2001 film ""Jurassic Park III"".",جوراسک پارک III: جزیرہ حملہ (جاپان میں جوراسک پارک III: ایڈوانسڈ ایکشن اور یورپ میں جوراسک پارک III: ڈینو حملہ کے نام سے جانا جاتا ہے) گیم بوائے ایڈوانس کے لئے ایک ویڈیو گیم ہے۔ جزیرہ حملہ 2001 کی فلم پر مبنی ہے۔
29,Rich Relations,"Rich Relations is a 1986 play by American playwright David Henry Hwang.  Hwang's first play with all non-Asian characters, it depicts the rich WASP Orr family and the damage within from parent to child, with many religious overtones.  The play premiered at the McGinn-Cazale Theatre on April 21, 1986 Off-Broadway as part of the Second Stage Theatre.  It was directed by Harry Kondoleon, with Phoebe Cates and Keith Szarabajka.","""امریکی ڈرامہ نگار ڈیوڈ ہنری ہوانگ کا """"ریچ رلیشنز"""" ایک ڈرامہ ہے جس میں ایک امیر خاندان اور اس کے بچوں کے درمیان تعلقات کے بارے میں بتایا گیا ہے۔ یہ ڈرامہ 21 اپریل ، 1986 کو میک گین-کازیل تھیٹر میں آف براڈوے پر سیکنڈ اسٹیج تھیٹر کے ایک حصے کے طور پر پیش کیا گیا تھا۔ اس کا ہدایت کار ہیری کونڈولین تھا ، جس میں فیبی کیٹس اور کیتھ ساراباکا شامل تھے۔"""
30,Oklahoma Sooners football,"The Oklahoma Sooners football program is a college football team that represents the University of Oklahoma (variously ""Oklahoma"" or ""OU"").  The team is currently a member of the Big 12 Conference, which is in Division I Football Bowl Subdivision (formerly Division I-A) of the National Collegiate Athletic Association (NCAA).  The program began in 1895 and is one of the most successful programs since World War II with the most wins (606) and the highest winning percentage (.762) since 1945.  The program has 7 national championships, 45 conference championships, 154 All-Americans (76 consensus), and five Heisman Trophy winners.  In addition, the school has had 23 members (five coaches and 18 players) inducted into the College Football Hall of Fame and holds the record for the longest winning streak in Division I history with 47 straight victories, a record that stands to this day.  Oklahoma is also the only program that has had four coaches with 100+ wins.  They became the sixth NCAA FBS team to win 850 games when they defeated the Kansas Jayhawks on November 22, 2014.  The Sooners play their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma.  Lincoln Riley is currently the team's head coach.","""اس کے علاوہ ، اس نے """"بگ 12 کانفرنس"""" میں حصہ لیا ، جو نیشنل کالج ایتھلیٹک ایسوسی ایشن (این سی اے اے) کے ڈویژن I میں ہے ، اور اس کے پاس تاریخ میں سب سے طویل جیت کا ریکارڈ ہے۔ یہ ریکارڈ اس وقت تک قائم ہے۔ """"اس کے علاوہ ، اسکول نے 23 ارکان (پانچ کوچ اور 18 کھلاڑی) کو کالج فٹ بال ہال آف فیم میں شامل کیا ہے اور اس کے پاس تاریخ میں سب سے طویل جیت کا ریکارڈ ہے ، جس میں 47 جیتیں ہیں۔"""""""
31,2012 Oklahoma Sooners football team,"The 2012 Oklahoma Sooners football team represented the University of Oklahoma in the 2012 NCAA Division I FBS football season, the 118th season of Sooner football.  The team was led by two-time Walter Camp Coach of the Year Award winner, Bob Stoops, in his 14th season as head coach.  They played their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma.  They were a charter member of the Big 12 Conference.",اوکلاہوما سونرز فٹ بال ٹیم ، جو 2012 NCAA ڈویژن I ایف بی ایس فٹ بال سیزن میں اوکلاہوما یونیورسٹی کی نمائندگی کرتی ہے ، اس کی قیادت دو بار والٹر کیمپ کوچ آف دی ایئر ایوارڈ فاتح باب اسٹپس نے کی تھی۔ انہوں نے اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے۔ وہ بگ 12 کانفرنس کے ایک چارٹر ممبر تھے۔
32,1970 Oklahoma Sooners football team,"The 1970 Oklahoma Sooners football team represented the University of Oklahoma in the 1970 college football season, the 76th season of Sooner football.  The team was led by head coach Chuck Fairbanks in his fourth season as the OU head coach.  They played their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma.  They were a member of the Big Eight Conference.",اوکلاہوما سونرز فٹ بال ٹیم ، جو 1970 میں اوکاہوما یونیورسٹی کی نمائندگی کرتی ہے ، نے اس سال کے اختتام پر اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے۔
33,2003 Oklahoma Sooners football team,"The 2003 Oklahoma Sooners football team represented the University of Oklahoma in the 2003 NCAA Division I-A football season, the 109th season of Sooner football.  The team was led by two-time Walter Camp Coach of the Year Award winner (winning his second one that season), Bob Stoops, in his fifth season as head coach.  They played their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma.  They were a charter member of the Big 12 Conference.",اوکلاہوما سونرز (انگریزی: Oklahoma Sooners) ایک امریکی فٹ بال ٹیم ہے جو 2003ء میں یونیورسٹی آف اوکلاہوما کی نمائندگی کرتی ہے۔ اس ٹیم کی قیادت دو بار کے والٹر کیمپ کوچ آف دی ایئر ایوارڈ فاتح (اس سیزن میں دوسرا) باب اسٹپس نے کی تھی۔ اس نے اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے۔ یہ ٹیم 12 بگ کانفرنس کی ایک چارٹر ممبر تھی۔
34,1979 Oklahoma Sooners football team,The 1979 Oklahoma Sooners football team represented the University of Oklahoma in the college football 1979 NCAA Division I-A season.  Oklahoma Sooners football participated in the former Big Eight Conference at that time and played its home games in Gaylord Family Oklahoma Memorial Stadium where it has played its home games since 1923.  The team posted an 11–1 overall record and a 7–0 conference record to earn the Conference title outright under head coach Barry Switzer who took the helm in 1973.  This was Switzer's seventh conference title and fourth undefeated conference record in seven seasons.,اوکلاہوما سونرز نے 1979 میں یونیورسٹی آف اوکلاہوما کی نمائندگی کی NCAA ڈویژن I اے سیزن ، اس نے اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے ، جہاں اس نے 1923 سے اپنے ہوم میچز کھیلے ہیں۔ اس نے 11-1 اور 7-0 کے مجموعی ریکارڈ کے ساتھ کانفرنس کا ٹائٹل حاصل کیا ، جس میں ہیڈ کوچ بیری سوئزر نے 1973 میں اس کا اعزاز حاصل کیا۔
35,2006 Oklahoma Sooners football team,"The 2006 Oklahoma Sooners football team represented the University of Oklahoma in the 2006 NCAA Division I FBS football season, the 112th season of Sooner football.  The team was led by two-time Walter Camp Coach of the Year Award winner, Bob Stoops, in his eighth season as head coach.  They played their homes games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma.  They were a charter member of the Big 12 Conference.",اوکلاہوما سونرز (انگریزی: Oklahoma Sooners) ایک امریکی فٹ بال ٹیم ہے جو یونیورسٹی آف اوکلاہوما کی نمائندگی کرتی ہے۔ یہ ٹیم سنہ 2006 میں شروع ہوئی تھی۔ اس کی قیادت دو بار والٹر کیمپ کوچ آف دی ایئر ایوارڈ جیتنے والے باب اسٹپس نے کی تھی۔ اس نے اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے۔ وہ بگ 12 کانفرنس کے بانی ممبر تھے۔
36,2009 Oklahoma Sooners football team,"The 2009 Oklahoma Sooners football team represented the University of Oklahoma in the 2009 NCAA Division I FBS football season, the 115th season of Sooner football.  The team was led by two-time Walter Camp Coach of the Year Award winner, Bob Stoops, in his 11th season as head coach.  They played their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma.  They were a charter member of the Big 12 Conference.",اوکلاہوما سونرز (انگریزی: Oklahoma Sooners) ایک امریکی فٹ بال ٹیم ہے جو 2009ء میں یونیورسٹی آف اوکلاہوما کی نمائندگی کرتی ہے۔ اس ٹیم کی قیادت دو بار کے والٹر کیمپ کوچ آف دی ایئر ایوارڈ یافتہ باب اسٹپس نے کی تھی۔ اس نے اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے۔ یہ ٹیم بگ 12 کانفرنس کی بانی ممبر تھی۔
37,"Norman, Oklahoma","Norman is a city in the U.S. state of Oklahoma 20 mi south of downtown Oklahoma City in its metropolitan area.  The population was 110,925 at the 2010 census.  Norman's estimated population of 120,284 in 2015 makes it the third-largest city in Oklahoma, and the city serves as the county seat of Cleveland County.","نارمن ، ریاستہائے متحدہ امریکہ کا ایک شہر ہے جو اوکلاہوما سٹی کے مرکز کے جنوب میں واقع ہے۔ اس کی آبادی 2010 کی مردم شماری کے مطابق 110,925 تھی۔ نارمن کی آبادی کا تخمینہ 120،284 ہے ، جو اسے اوکلاہوما کا تیسرا سب سے بڑا شہر بناتا ہے۔ اور یہ شہر کلیولینڈ کاؤنٹی کی کاؤنٹی سیٹ کے طور پر کام کرتا ہے۔"
38,1973 Oklahoma Sooners football team,The 1973 Oklahoma Sooners football team represented the University of Oklahoma in the 1973 NCAA Division I football season.  Oklahoma participated as members of the Big Eight Conference and played its home games in Gaylord Family Oklahoma Memorial Stadium where it has played its home games since 1923.  The team posted a 10–0–1 overall record and a 7–0 conference record to earn the Conference outright title under first-year head coach Barry Switzer.  This would be the first of eight consecutive Big Eight Conference championships for the Sooners with Switzer as head coach.,1973 میں ، اوکلاہوما سونرز نے یونیورسٹی آف اوکلاہوما کی نمائندگی کی ، جس نے 1973 میں بیگ آٹھ کانفرنس میں حصہ لیا۔ اس نے اپنے ہوم میچز گیلوڈ فیملی اوکلاہوما میموریل اسٹیڈیم میں کھیلے ، جہاں اس نے 1923 سے اپنے ہوم میچز کھیلے ہیں۔ اس نے 10-10-1 اور 7-10 کانفرنس ریکارڈ کے ساتھ ، اس نے پہلے سال کے ہیڈ کوچ بیری سوئزر کے تحت کانفرنس کا مکمل ٹائٹل حاصل کیا۔ یہ سوئزر کے ساتھ سونیئرز کے لئے آٹھ مسلسل بگ آٹھ کانفرنس چیمپئن شپ ہوگی۔
39,Barry Switzer Center,"The Barry Switzer Center, on the University of Oklahoma campus in Norman, Oklahoma, houses football offices, the football locker room, equipment room, the Siegfried Strength and Conditioning Complex, the Freede Sports Medicine Facility and the Touchdown Club Legends Lobby.  The Center is located at the south end of the Gaylord Family Oklahoma Memorial Stadium.  The Barry Switzer Center, dedicated on April 24, 1999, was named after OU’s all-time winningest head football coach.  During Summer 2015 the Switzer Center was demolished as part of the expansion of Gaylord Family Oklahoma Memorial Stadium.  In Barry Switzer’s 16 seasons as the Oklahoma Sooners head football coach, the team won three national championships, 12 Big Eight Conference championships and eight bowl games in 13 appearances.",بیری سوئزر سینٹر ، جو نارمن ، اوکلاہوما میں اوکلاہوما یونیورسٹی کے کیمپس میں واقع ہے ، میں فٹ بال کے دفاتر ، فٹ بال لاکر روم ، سامان کا کمرہ ، سیگفریڈ اسٹرنگ اینڈ کنڈیشننگ کمپلیکس ، فریڈ اسپورٹس میڈیسن فیکلیٹی اور ٹچ ڈاؤن کلب لیجنڈز لابی ہیں۔ یہ مرکز گیلورڈ فیملی میموریل اسٹیڈیم کے جنوبی سرے پر واقع ہے۔ بیری سوئزر سینٹر کا نام او سی او کے تمام وقت کے فاتح ہیڈ فٹ بال کوچ کے نام پر رکھا گیا تھا۔ سمر 2015 کے دوران ، گیئرڈ فیملی اسٹیڈیم کی توسیع کے حصے کے طور پر سوئزر سینٹر کو مسمار کردیا گیا۔
