,Title,Content
4815,Girilal Jain,"Girilal Jain (1924 – 19 July 1993), was an Indian journalist.  He served as the editor of The Times of India from 1978 till 1988.  He was sympathetic to Hindu nationalism and authored books on the subject, the best known of which, ""The Hindu Phenomenon"", was published posthumously.  The Government of India awarded him the civilian honour of the Padma Bhushan in 1989."
4816,Charlotte Zolotow Award,"The Charlotte Zolotow Award is an American literary award presented annually for outstanding writing in a picture book published in the United States during the preceding year.  By contrast, the Caldecott Medal is for outstanding illustration in a picture book.  The Zolotow award was established in 1998 by the Cooperative Children's Book Center (CCBC) at the University of Wisconsin–Madison School of Education and named to honor the work of Charlotte Zolotow, an American children's book editor and author.  Ms. Zolotow worked with Harper Junior Books for 38 years during which time she wrote more than 70 picture books.  Zolotow attended the University of Wisconsin in Madison on a writing scholarship from 1933-36.  The Cooperative Children's Book Center is a children's literature library of the School of Education, University of Wisconsin–Madison."
4817,Jennifer Westwood,"Jennifer Westwood (5 January 1940 – 12 May 2008) was a British author, broadcaster and folklorist.  She was a Doctor of Philosophy with special interests in English Language, Anglo-Saxon and Old Norse.  Her first book, ""Mediaeval Tales"", was published in 1968.  An active committee member of The Folklore Society from 1987 until 2003, she undertook a variety of duties including editing its publications and helping other authors.  As a broadcaster, she worked on programmes produced for BBC Radio 4 and the corporation's Radio Norfolk.  Commonly known as ""Jen"", after her second marriage she also authored books in the name of Jennifer Chandler."
4818,Clinton Bennett,"Clinton Bennett (born 7 October 1955) is a British American scholar of religions and participant in interfaith dialogue specialising in the study of Islam and Muslim-non-Muslim encounter.  An ordained Baptist minister, he was a missionary in Bangladesh before serving as the second director of interfaith relations at the British Council of Churches in succession to Kenneth Cracknell.  Bennett has also taken part in the dialogue activities of the World Council of Churches.  A graduate of Manchester, Birmingham and Oxford Universities he has held several academic appointments in the United Kingdom and in the United States, where he now lives.  He currently writes for various publications and teaches part-time at the State University of New York at New Paltz and at Marist College.  He is a Fellow of the Royal Asiatic Society, of the Royal Anthropological Institute and of the Committee for the Scientific Examination of Religion.  He has authored books, chapters in books, journal articles and Encyclopedia entries.  He can be considered to have made a significant contribution toward developing a Christian appreciation of Islam and of Muhammad.  Ahmad Shafaat writes, 'Bennett's approach allows him to treat Islamic traditions and their Muslim interpretations with sensitivity and respect, not often found among Christian writings on Islam.'  Bennett became a US citizen during 2012."
4819,João Almino,"João Almino is a Brazilian novelist.  He is the author of ""The Brasília Quintet"", which consists of the novels ""Ideas on Where to Spend the End of the World"", ""Samba-Enredo"", ""The Five Seasons of Love"" (first published in Portuguese by Editora Record; published in Spanish by Alfaguara, México, and by Corregidor, in Argentina; in Italian by Editrice Il Sirente; Casa de las Americas 2003 Literary Award; in English by Host Publications, 2008); ""The Book of Emotions"" (shortlisted for the Zaffari & Bourbon Literary Award and the Portugal-Telecom Literary Award; Editora Record, 2008; Dalkey Archive Press, 2012) and ""Cidade Livre"" (""Free City"", Editora Record, 2010; Passo Fundo Zaffari & Bourbon Literary Award for best novel published in Portuguese from May 2009 to May 2011; shortlisted for the Jabuti Award 2011 and for the Portugal-Telecom Literary Award 2011; translated as ""Free City"", it was published by Dalkey Archive Press in 2013).  His most recent novel was published in Brazil in 2015: ""Enigmas da Primavera"" (""Enigmas of Spring""), which was published in English in 2016 by Dalkey Archive Press.  He has also authored books of philosophical and literary essays.  He taught at the National Autonomous University of Mexico (UNAM), at the University of Brasília (UnB), the Instituto Rio Branco, Berkeley, Stanford and The University of Chicago."
4820,Bruce Jackson (scholar),"Bruce Jackson (born May 21, 1936) is an American folklorist, documentary filmmaker, writer, photographer.  He is SUNY Distinguished Professor and the James Agee Professor of American Culture at the University at Buffalo.  Jackson has edited or authored books published by major university presses.  He has also directed and produced five documentary films."
4821,Philip Pullman,"Philip Pullman CBE, FRSL (born 19 October 1946) is an English novelist.  He is the author of several best-selling books, most notably the fantasy trilogy ""His Dark Materials"" and the fictionalised biography of Jesus, ""The Good Man Jesus and the Scoundrel Christ"".  In 2008, ""The Times"" named Pullman one of the ""50 greatest British writers since 1945"".  In a 2004 poll for the BBC, Pullman was named the eleventh most influential person in British culture."
4822,Jonathan Marcantoni,"Jonathan Marcantoni was born on June 6, 1984 in Collegeville, PA.  He is of Puerto Rican and Corsican descent and spent much of his childhood in Puerto Rico.  He is a novelist, screenwriter and editor based out of San Antonio, Texas.  He is a co-founder and Managing Editor in Chief of Aignos, an independent, royalty publisher that seeks out experimental and innovative fiction and nonfiction.  He has two novels published, both with Savant Books and Publications, Communion (with Jean Blasiar), and Traveler's Rest.  His work is a mix of stream of consciousness, existentialism, surrealism, and ellipsism.  He blends film and theatrical techniques with his narratives, making the environmental and intellectual musings of his characters as essential to the story as the action and dialogue."
4823,David Fickling,"David Fickling is an English children's book editor and publisher based in Oxford.  Fickling runs David Fickling Books, which became an independent publishing house in July 2013.  He has published books by authors including Philip Pullman, Mark Haddon, John Boyne and Linda Newbery."
4824,Kim Woo-bin,"Kim Woo-bin (born Kim Hyun-joong on July 16, 1989) is a South Korean model and actor.  He began his career as a runway model and made his acting debut in the television drama ""White Christmas"".  He subsequently gained attention in ""A Gentleman's Dignity"" (2012), and made his breakthrough with ""School 2013"" (2012-2013) and ""The Heirs"" (2013).  Kim later starred in box office hits """" (2013), ""The Con Artists"" (2014) and ""Twenty"" (2015).  In 2016, he took on his first leading role on television in ""Uncontrollably Fond""."
4825,Rosamund Pike,"Rosamund Mary Ellen Pike (born 27 January 1979) is an English actress who began her acting career by appearing in stage productions such as ""Romeo and Juliet"" and ""Skylight"".  After her screen debut in the television film ""A Rather English Marriage"" (1998) and television roles in ""Wives and Daughters"" (1999) and ""Love in a Cold Climate"" (2001), she received international recognition for her film debut as Bond girl Miranda Frost in ""Die Another Day"" (2002), for which she received the Empire Award for Best Newcomer.  Following her breakthrough, she won the BIFA Award for Best Supporting Actress for ""The Libertine"" (2004) and portrayed Jane Bennet in ""Pride & Prejudice"" (2005)."
4826,Amelia Cooke,"Amelia Webb Cooke (born Colorado Springs, Colorado, May 24, 1979) is an American actress.  She made her film debut with ""Species III"", and later starred in the 2007 science fiction action film ""Alien Agent"".  She also starred in television series ""Tilt""."
4827,Surrogates,"Surrogates is a 2009 American science fiction mystery film, based on the 2005–2006 comic book series ""The Surrogates"".  Directed by Jonathan Mostow, it stars Bruce Willis as Tom Greer, an FBI agent who ventures out into the real world to investigate the murder of surrogates (humanoid remote controlled robots).  It also stars Radha Mitchell, Rosamund Pike, Boris Kodjoe, Ving Rhames, and James Cromwell."
4828,A Rather English Marriage,"A Rather English Marriage is a novel by Angela Lambert, first published in 1992, and later adapted for television by Andrew Davies for the BBC."
4829,Angela Lambert,"Angela Lambert (née Angela Maria Helps) (14 April 1940 – 26 September 2007) was a British journalist, art critic and author, best known for the novel ""A Rather English Marriage"", and her novel ""Kiss and Kin"" won the Romantic Novel of the Year Award."
4830,Priyanga Burford,"Priyanga Burford is an actress and writer, who has appeared in roles in a number of British films and television series.  Her credits include roles in ""A Long Way Down"", ""A Rather English Marriage"", ""The Thick of It"", ""Silent Witness"" and ""Casualty"".  In 2015 she starred in the Channel 4 mockumentary """" in which she played the fictional Deepa Kaur, the first Asian woman to be elected as a UK Independence Party Member of Parliament.  In 2017 she appeared in the premiere production of Consent at the Royal National Theatre, London."
4831,Arifin Shuvo,"Arifin Shuvoo (Bengali: আরিফিন শুভ ; pronunciation : ] ; is a Bangladeshi film actor and television personality.  He is the recipient of several awards and nominations, including two Meril Prothom Alo Awards.  Shuvoo made his debut in 2007, appearing in television series ""Ha/Na"" before appearing in his first film ""Jaago - Dare To Dream"" in 2010.  He made a debut into mainstream cinema with ""Purno Doirgho Prem Kahini"" in 2013.  His performance in the film was appreciated by both audiences and critics.  For his negative role in the film, he received a nomination for Best Actor at the Meril Prothom Alo Awards.  He later went on to star in ""Bhalobasha Zindabad"" in 2013 and the romantic action film ""Agnee"" in 2014"".""  In 2015, his performance in ""Chuye Dile Mon"" earned him his first Meril Prothom Alo Award for Best Actor.  He later starred in the acclaimed him ""Musafir"" in 2016."
4832,Vice Admiralty Court (New South Wales),"The Vice Admiralty Court was a prerogative court established in the early 18th century in the colony of New South Wales, which was to become a state of Australia.  A vice admiralty court is in effect an admiralty court.  The word “vice” in the name of the court denoted that the court represented the Lord Admiral of the United Kingdom.  In English legal theory, the Lord Admiral, as vice-regal of the monarch, was the only person who had authority over matters relating to the sea.  The Lord Admiral would authorize others as his deputies or surrogates to act.  Generally, he would appoint a person as a judge to sit in the Court as his surrogate.  By appointing Vice-Admirals in the colonies, and by constituting courts as Vice-Admiralty Courts, the terminology recognized that the existence and superiority of the “mother” court in the United Kingdom.  Thus, the “vice” tag denoted that whilst it was a separate court, it was not equal to the “mother” court.  In the case of the New South Wales court, a right of appeal lay back to the British Admiralty Court, which further reinforced this superiority.  In all respects, the court was an Imperial court rather than a local Colonial court."
4833,Tessa Wyatt,"Tessa Wyatt (born 23 April 1948) is an English actress who first came to the public spotlight through her marriage to Tony Blackburn.  She later starred in the sitcom ""Robin's Nest""."
4834,Gilbert Bayiha N'Djema,"Gilbert Bayiha-N'Djema (born August 9,1979 in Les Ulis, France) is a Cameroonian former footballer.  He is currently the head coach of CS Longueuil's reserve team."
4835,Bilel Mohsni,"Bilel Mohsni (born 21 July 1987) is a French-born Tunisian professional footballer who plays as a defender for Etoile Sportive du Sahel and the Tunisian national team.  Mohsni has previously played for CO Les Ulis, Mende, US Saint-Georges, Sainte-Geneviève Sports, Southend United, Ipswich Town, Rangers and Paris FC."
4836,Angus Monfries,Angus Monfries (born 19 January 1987) is an Australian rules footballer currently playing for the Port Adelaide Football Club in the Australian Football League.  Monfries plays forward pocket or half forward.
4837,Rodrigo Tapia,"Rodrigo Eduardo Tapia Contreras (born March 13, 1988) is a Chilean footballer, who currently plays forward for the Chilean club Ñublense.  Tapia made his debut with Colo-Colo in 2006, appearing in three games and scoring one goal.  He represented the Chilean national team at the U-17 level in 2005."
4838,CO Les Ulis,"Le Club Omnisports des Ulis is a French association football club founded in 1977.  They are based in Les Ulis, Essonne and are currently playing in the Championnat National 3, the fifth tier of the French football league system.  They play at the Stade Salinier, named after Jean-Marc Salinier, a local politician from the area, in Les Ulis.  CO Les Ulis is primarily known for being the club where France national team members Patrice Evra and all-time leading goalscorer Thierry Henry began their careers.  The club has also developed emerging youth prospects, such as Anthony Martial, Yaya Sanogo and Sega Keita."
4839,Anthony Martial,Anthony Joran Martial (] ; born 5 December 1995) is a French professional footballer who plays as a forward for English club Manchester United and the France national team.  He was the recipient of the 2015 Golden Boy Award for the best under-21 player in Europe.
4840,Noui Laïfa,Noui Laïfa (born 23 December 1986 in Les Ulis) is a French football player.  He plays as a defensive midfielder often playing in a withdrawn position as a deep-lying playmaker.  Laïfa joined Créteil from amateur rivals and Championnat de France amateur club UJA Alfortville and signed a one-year contract with a club option for a second year.
4841,Jurensley Martina,Jurensley Lorencio Martina (born 10 August 1993) is a Curaçaoan footballer who plays forward for Victory Boys in the Sekshon Pagá and for the Curaçao national team.
4842,Jeremy McGovern,"Jeremy McGovern (born 15 April 1992) is an Australian rules footballer who plays for the West Coast Eagles in the Australian Football League (AFL).  He is a tall key-position player who has spent most of his career as a defender, although he occasionally plays forward."
4843,Mirco Colina,"Mirco Dwight Tadeo Colina, Jr. (born 23 May 1990) is a Curaçaoan footballer who plays forward for CSD Barber in the Sekshon Pagá and for the Curaçao national team."
4844,Cyclone Tia,"Severe Tropical Cyclone Tia was the first of six tropical cyclones to affect Vanuatu, during the 1991–92 South Pacific cyclone season.  The system was first noted within the South Pacific convergence zone as a small tropical depression on November 13, to the northeast of the Solomon Islands.  Over the next few days the system gradually developed further within an area of light winds in the upper troposphere, before it was named Tia early on November 16.  Later that day due to a developing northerly steering current, the system slowed down and undertook a small anticlockwise loop before starting to move towards the southwest and rapidly intensify.  After rapidly intensifying throughout November 16 and 17, Tia passed within 55 km of the Solomon Island: Anuta at around 1800 UTC on November 17, before passing near Tikopia Island six hours later.  As Tia moved near Tikopia, the system reached its peak intensity as a category 3 severe tropical cyclone, with 10‑minute sustained windspeeds of 140 km/h ."
4845,Harry Taylor (ice hockey),"Harold Taylor (March 28, 1926 – November 16, 2009) was a professional ice hockey player who played 66 games in the National Hockey League.  Born in St. James, Manitoba, he played with the Toronto Maple Leafs and Chicago Black Hawks and won a Stanley Cup with the Leafs in 1949.  He died in Sidney, British Columbia in November 2009."
4846,Edward Woodward,"Edward Albert Arthur Woodward, OBE (1 June 1930 – 16 November 2009) was an English actor and singer."
4847,Cheikh El Avia Ould Mohamed Khouna,"Cheikh El Avia Ould Mohamed Khouna (born 1956) is a Mauritanian political figure.  He was the 7th Prime Minister of Mauritania from January 2, 1996 to December 18, 1997, Minister of Foreign Affairs from July 12, 1998 to November 16, 1998, and Prime Minister again from November 16, 1998 to July 6, 2003 under President Maaouya Ould Sid'Ahmed Taya; later, he briefly served as Minister of Foreign Affairs again in 2008."
4848,"Tornado outbreak of November 16–18, 2015","The Tornado outbreak of November 16–18, 2015 was a highly unusual nocturnal late-season tornado outbreak that significantly impacted the lower Great Plains on November 16 before producing additional weaker tornadoes across parts of the Southern United States the following two days.  The first day of the outbreak spawned multiple strong, long-track tornadoes, including two consecutive EF3s that caused major damage near Pampa, Texas.  Overall, the outbreak produced 61 tornadoes in all, and was described as by the National Weather Service office in Dodge City, Kansas as being ""unprecedented in recorded history for southwest Kansas.""  Despite spawning multiple strong tornadoes after dark, no fatalities and only one minor injury occurred as a result of the outbreak."
4849,Whodunnit? (UK TV series),Whodunnit?  was a British television game show that originally aired on ITV as a pilot on 15 August 1972 hosted by Shaw Taylor and then as a full series from 25 June 1973 to 26 June 1978 first hosted by Edward Woodward in 1973 and then hosted by Jon Pertwee from 1974 to 1978.
4850,First Cabinet of Donald Tusk,"The First Cabinet of Donald Tusk was the government of Poland from November 16, 2007 to November 18, 2011 sitting in the Council of Ministers during the 6th legislature of the Sejm and the 7th legislature of the Senate.  It was appointed by President Lech Kaczyński on November 16, 2007, and passed the vote of confidence in Sejm on November 24, 2007.  Led by the centre-right politician Donald Tusk it was supported by the coalition of two parties: the liberal conservative Civic Platform (PO) and the agrarian Polish People's Party (PSL)."
4851,"Maranhão gubernatorial election, 1994","The Maranhão gubernatorial election of 1994 was held in the Brazilian state of Maranhão on October 3, alongside Brazil's general elections, with a second round on November 16.  Liberal Front Party (PFL) candidate Roseana Sarney was elected on November 16, 1994."
4852,Clark Van Galder,"Clark Van Galder (February 6, 1909 – November 16, 1965) was an American football, basketball player, track athlete, and coach.  He served as the head football coach at La Crosse State Teachers, now University of Wisconsin–La Crosse, from 1948 to 1951 and at Fresno State College, now California State University, Fresno, from 1952 to 1958, compiling a career college football record of 77–27–3.  Van Galder died on November 16, 1965 after collapsing at a banquet in Madison, Wisconsin.  He had five sons, the fourth of which, Tim, played football as a quarterback at Iowa State University and then in the National Football League (NFL) with the New York Jets and St. Louis Cardinals."
4853,James Fraser Mustard,"James Fraser Mustard, {'1': "", '2': "", '3': "", '4': ""} (October 16, 1927 – November 16, 2011) was a Canadian doctor and renowned researcher in early childhood development.  Born, raised and educated in Toronto, Ontario, Mustard began his career as a research fellow at the University of Toronto where he studied the effects of blood lipids, their relation to heart disease and how Aspirin could mitigate those effects.  He published the first clinical trial showing that aspirin could prevent heart attacks and strokes.  In 1966, he was one of the founding faculty members at McMaster University's newly established medical school.  He was the Dean of the Faculty of Health Sciences and the medical school at McMaster University from 1972-1982.  In 1982, he helped found the Canadian Institute for Advanced Research and served as its founding president, serving until 1996.  He wrote several papers and studies on early childhood development, including a report used by the Ontario Government that helped create a province-wide full-day kindergarten program.  He won many awards including being made a companion of the Order of Canada – the order's highest level – and was inducted into the Canadian Medical Hall of Fame.  He died November 16th, 2011."
4854,Deep Purple (album),"Deep Purple, also referred to as Deep Purple III, is the third studio album by the English rock band Deep Purple, released in June 1969 on Tetragrammaton Records in the United States and only in September 1969 on Harvest Records in the United Kingdom.  Its release was preceded by the single ""Emmaretta"" and by a long tour in the UK, whose dates were interspersed between the album's recording sessions."
4855,Mana (rock musician),"Antto Nikolai Tuomainen (born 26 December 1979) is a Finnish drummer, bassist, singer, guitarist and record producer.  He is best known by his stage name Mana and is the current drummer of the Finnish metal band Lordi.  Mana uses Tama drums and his own Balbex signature sticks.  He is a fan of Kiss, Ian Paice, Cozy Powell and Vinny Appice.  He has produced songs and albums for various Finnish bands."
4856,Ian Paice,"Ian Anderson Paice (born 29 June 1948) is an English musician, best known as the drummer of the English rock band Deep Purple.  He is the only member to appear on every album the band has released."
4857,Deepest Purple: The Very Best of Deep Purple,"Deepest Purple: The Very Best of Deep Purple is a compilation album by the British hard rock band Deep Purple, released in 1980 on LP.  It features the original hits of Deep Purple before their 1984 reunion.  Aided by a TV advertising campaign it would become Purple's third UK No. 1 album.  In 1984 this compilation additionally was published on CD."
4858,Deep Purple European Tour,"The Deep Purple European Tour was a year-long successful concert tour by British hard rock band Deep Purple, lasting from July 1969 until June 1970.  The band played mostly United Kingdom shows, also covering Germany, Switzerland, Denmark, the Netherlands and Belgium.  It was the first tour to feature the classic Deep Purple line-up: Ian Gillan, Roger Glover, Ritchie Blackmore, Jon Lord and Ian Paice.  It is considered to be the pre-tour for the ""In Rock"" album, as the band mostly played songs from the upcoming album."
4859,The Deep Purple Singles A's and B's,"The Deep Purple Singles A's & B's is a compilation album of singles released by the British hard rock band Deep Purple.  It was released on vinyl in October 1978.  An updated version of the album was issued on CD in 1993 and contains the complete collection of Deep Purple's UK singles, recorded and released from 1968 to 1976 by the Mk I, II, III and IV line-ups of Deep Purple."
4860,The Best of Deep Purple: Live in Europe,"The Best of Deep Purple: Live in Europe is a 2003 album by English rock band Deep Purple.  It contains several re-released and unreleased live Deep Purple songs from the Mark II, III and VII lineups."
4861,The Very Best of Deep Purple,"The Very Best of Deep Purple is a single disc compilation album by the British hard rock band Deep Purple.  It was released in 2000 by Rhino Records/Warner Bros.  Records.  It features tracks by the Mk.  I, Mk.  II and Mk.  III line-ups of Deep Purple."
4862,List of Deep Purple band members,"Deep Purple are an English hard rock band from Hertford, Hertfordshire.  Originally known as Roundabout, the group formed in March 1968 featuring vocalist Rod Evans, guitarist Ritchie Blackmore, bassist Nick Simper, drummer Ian Paice and keyboardist Jon Lord.  This first lineup of the band, known as Mark I, released three albums within the space of a year – ""Shades of Deep Purple"", ""The Book of Taliesyn"" and ""Deep Purple"" – before Evans and Simper were fired from the band at the request of Blackmore and Lord.  Mark II of Deep Purple saw Ian Gillan and Roger Glover replace Evans and Simper, respectively, in the summer of 1969.  This lineup of the band has since been identified as their most successful, with their next four albums reaching the top four of the UK Albums Chart, including number-one albums ""Fireball"" and ""Machine Head""."
4863,Shades of Deep Purple Tour,"The Shades of Deep Purple Tour was a short tour by British hard rock band Deep Purple to support their debut album ""Shades of Deep Purple"".  The tour lasted over one month and included only eight dates (7 in the United Kingdom and 1 in Switzerland).  It was the band's first United Kingdom tour."
4864,Cache National Forest,"Cache National Forest is a 533,840-acre area of National Forest System land in Idaho and Utah which was established on July 1, 1908 by the U.S. Forest Service.  The majority of its area is in Utah, and was initially created when the Bear River National Forest was disbanded.  On July 1, 1915, all of Pocatello National Forest was added.  In 1973 the Idaho portion was transferred to the administration of Caribou National Forest, while the Utah portion was combined administratively with Wasatch National Forest, creating the Wasatch-Cache National Forest.  In descending order of forestland area, the Cache National Forest portion is located in Cache, Bear Lake, Franklin, Weber, Rich, Box Elder, Caribou, and Morgan counties.  (Bear Lake, Franklin, and Caribou counties are in Idaho, and the rest in Utah.)  The forest has a current area of 701453 acre , which comprises 43.56% of the combined Wasatch-Cache's total acreage.  The forest is administered from Salt Lake City, Utah as part of the Wasatch-Cache National Forest, but there are local ranger district offices in Logan and Ogden.  From circa 1911 until August 1923, the area was roamed by Old Ephraim."
4865,Cherokee National Forest,"The Cherokee National Forest is a large National Forest created on June 14, 1920 and managed by the U.S. Forest Service and encompassing some 655598 acre ."
4866,Palouse National Forest,"The Palouse Forest Reserve and after March 4, 1907, the Palouse National Forest was established by Presidential Proclamation (34 U.S. Statutes at Large 3293) on March 2, 1907 and was one of President Theodore Roosevelt's Midnight forests, created before the federal law banning new forest reserves in six western states, including Idaho, became effective.  The conventional wisdom has the name ‘palouse’ being derived from the French term for the large treeless plain region in eastern Washington stretching into Idaho: the Palouse, a word meaning grassy spot or place.  However, Boone says that the name could originate from the name of a major village of Palouse Indians, Palus, located at the confluence of the Palouse and Snake Rivers.  'Palus' is the Sachapin Indian word for “something sticking down in the water,” in this case the something was a large rock, thought to be a beaver’s heart, and which had an important religious significance for the Palouse Indians.  The Palouse National Forest had its administrative headquarters in the town of Wallace, Idaho for its 15-month existence and was administered by the U.S. Forest Service with 194404 acre .  With the issuance of Executive Order 843 by President Roosevelt on June 26, 1908, with an effective date of July 1, 1908, the entire forest was absorbed by the Coeur d'Alene National Forest and the area ceased to be an independently administered national forest.  The lands of the former Palouse National Forest were then administered as part of the Coeur d’Alene National Forest for three years before being combined with other lands to establish the St. Joe National Forest on July 1, 1911.  The area of the former Palouse National Forest formed the western portion of the St. Joe National Forest.  Once transferred in 1911, the area of the Palouse National Forest became the Palouse Ranger District of the St. Joe National Forest and is still considered part of the St. Joe National Forest.  However, it has been administered by the Clearwater National Forest since the 1973 administrative merger of the Kaniksu National Forest, Coeur d’Alene, and St. Joe National Forests into the Idaho Panhandle National Forests."
4867,Roan Creek,"Roan Creek is a tributary of the Watauga River that rises near the border between the U.S. states of Tennessee and North Carolina.  Its source is located along the slopes of Snake Mountain near Trade in Johnson County, Tennessee.  From its source, Roan Creek flows north, then turns west around the northern end of Stone Mountain.  Then it flows south and west through Cherokee National Forest in the valley between Stone Mountain and Doe Mountain, until entering the Watauga River and Watauga Lake, the reservoir behind Watauga Dam.  Its waters eventually flow through the Watauga River, the Holston River, the Tennessee River, the Ohio River, and the Mississippi River to the Gulf of Mexico."
4868,Roan Mountain State Park,"Roan Mountain State Park is a Tennessee state park in Carter County, in Northeast Tennessee.  It is close to the Tennessee-North Carolina border and near the community of Roan Mountain, Tennessee.  Situated in the Blue Ridge of the Appalachian Mountains, the park preserves 2,006 acre of mostly hardwood forest.  The park is in close proximity to 6,285 ft Roan Mountain and the Appalachian Trail, both of which are owned and managed by the US Forest Service."
4869,John T. Wilder House,"The John T. Wilder House in Roan Mountain, Tennessee, United States, was one of the homes of John T. Wilder, the Union Army general and industrialist who built the Cloudland Hotel on Roan Mountain.  The house was listed on the National Register of Historic Places in 1986.  It is one of two homes on Main Street in Roan Mountain that Wilder built."
4870,Roan Mountain (Roan Highlands),"Roan Mountain is the highpoint of the Roan-Unaka Range of the Southern Appalachian Mountains, located in the Southeastern United States.  The mountain is clad in a dense stand of Southern Appalachian spruce-fir forest, and includes the world's largest natural rhododendron garden, and the longest stretch of grassy bald in the Appalachian range.  The Cherokee National Forest and Pisgah National Forest converge atop the mountain, with Roan Mountain State Park located near its northern base.  The Appalachian Trail crosses most of the Roan's crest.  The Roan High Knob Shelter is the highest backcountry shelter on the entire 2174 mi trail."
4871,Carex roanensis,"Carex roanensis is a species of sedge known by the common name Roan Mountain sedge.  It is native to the United States, where it can be found in the southern Appalachian Mountains.  It was first collected on Roan Mountain in Tennessee in 1936.  It was not collected again for fifty years.  Now it is known from Georgia, Kentucky, North Carolina, Pennsylvania, South Carolina, Tennessee, Virginia, and West Virginia."
4872,Tennessee State Route 143,State Route 143 (SR 143) is a 12.6 mile state highway that goes through the Cherokee National Forest and Roan Mountain State Park in northeastern Tennessee.  The road is very curvy as it does go through a mountainous area.  Its northern terminus is US 19E in the town of Roan Mountain and its southern terminus is NC 261.
4873,Coconino National Forest,"The Coconino National Forest is a 1.856-million acre (751,000 ha) United States National Forest located in northern Arizona in the vicinity of Flagstaff.  Originally established in 1898 as the ""San Francisco Mountains National Forest Reserve"", the area was designated a U.S. National Forest in 1908 when the San Francisco Mountains National Forest Reserve was merged with lands from other surrounding forest reserves to create the Coconino National Forest.  Today, the Coconino National Forest contains diverse landscapes, including deserts, ponderosa pine forests, flatlands, mesas, alpine tundra, and ancient volcanic peaks.  The forest surrounds the towns of Sedona and Flagstaff and borders four other national forests; the Kaibab National Forest to the west and northwest, the Prescott National Forest to the southwest, the Tonto National Forest to the south, and the Apache-Sitgreaves National Forest to the southeast.  The forest contains all or parts of ten designated wilderness areas, including the Kachina Peaks Wilderness, which includes the summit of the San Francisco Peaks.  The headquarters are in Flagstaff.  There are local ranger district offices in Flagstaff, Happy Jack, and Sedona."
4874,Gamble-Skogmo,"Gamble-Skogmo Inc. was a conglomerate of retail chains and other businesses that was headquartered in St. Louis Park, Minnesota.  Business operated or franchised by Gamble-Skogmo included Gambles hardware and auto supply stores, Woman's World and Mode O'Day clothing stores, J.M. McDonald department stores, Leath Furniture stores, Tempo and Buckeye Mart Discount Stores, Howard's Brandiscount Department Stores, Rasco Variety Stores, Sarco Outlet Stores, Toy World, Rasco-Tempo, Red Owl Grocery, Snyder Drug and the Aldens mail-order company.  In Canada, retail operations consisted of Macleods Hardware, based in Winnipeg, MB, and Stedmans Department Stores, based in Toronto.  Gamble-Skogmo carried a line of home appliances, including radios, televisions, refrigerators, and freezers, under the Coronado brand name."
4875,Robert Campeau,"Robert Joseph Antoine Campeau (August 3, 1923 June 12, 2017) was a Canadian financier and real estate developer, who engineered the largest retailing bankruptcy at the time in U.S. history.  Starting from a single house constructed in Ottawa, Canada, Campeau built a large land development corporation around the development of the suburb of Kanata.  Expansion in the U.S. led Campeau to diversify into the ownership of retail department stores to anchor commercial development projects.  The Campeau Corporation used leveraged buyouts to buy the department stores and went bankrupt when it could not maintain the debt payments."
4876,L. S. Ayres,"L. S. Ayres and Company was an Indianapolis, Indiana, department store founded in 1872 by Lyman S. Ayres.  Over the years its Indianapolis flagship store, which opened in 1905 and was later enlarged, became known for its women’s fashions, the Tea Room, holiday events and displays, and the basement budget store.  As urban populations shifted to the suburbs, Ayres established branch stores in new shopping centers in several Indiana cities.  Ayres also acquired retail subsidiaries in Springfield, Illinois; Fort Wayne, Indiana; and Louisville, Kentucky.  Ayr-Way, the Ayres discount store subsidiary, became one of the first discount store divisions launched by a traditional store.  By the end of the 1960s Ayres had become a diversified merchandising business with retail department stores, a chain of discount stores, specialty clothing stores, a home furnishings showroom, and a real estate holding company.  A long-time Ayres slogan, ""That Ayres Look"", promoted the company as a fashion leader and by 1972 it had become the oldest continuous retail slogan in the United States."
4877,Samuel Henry Kress,"Samuel Henry Kress (July 23, 1863 – September 22, 1955) was a businessman and philanthropist, founder of the S. H. Kress & Co. five and ten cent store chain.  With his fortune, Kress amassed one of the most significant collections of Italian Renaissance and European artwork assembled in the 20th century.  In the 1950s and 1960s, a foundation established by Kress would donate 776 works of art from the Kress collection to 18 regional art museums in the United States."
4878,Easyday,Easyday is an Indian retail brand that runs chains of consumer retail department stores.The brand is wholly owned by Future Retail Ltd.  Bharti Enterprises announced its foray into retail in February 2007 and the first store was opened in Punjab in April 2008.  Easyday presently has 523 stores across 12 states.
4879,Romeo Records,Romeo Records was an American jazz record label that started in 1926 as a subsidiary of Cameo Records.  The discs were sold exclusively at S. H. Kress & Co. department stores and retailed for .25 cents each.
