translated_question,translated_answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,level
کیا برینڈنبرگ بمقابلہ اوہائیو مرانڈا بمقابلہ ایریزونا سے پہلے ہوا تھا؟,نہیں,singlehop,"['۔ وہ وار روڈ ، مینیسوٹا ، روزو کاؤنٹی سے تعلق رکھتی ہیں۔', '۔ وہ اداکار میڈس میکلسن کا بڑا بھائی ہے۔', '۔ وہ ایک بائیں ہاتھ کا بیٹسمین تھا جس نے بائیں بازو کی درمیانی رفتار سے بولنگ کی۔']","کچھ نہیں!

(Translation: Nothing!)",3.646500349,5.695219994,5.148844481,0.746046782,15.2366116,hard
کون سا لوک داستان ہے جس کا ہولڈرا نمائندہ ہے؟,"ناروے، سویڈن، فن لینڈ، ڈنمارک، آئس لینڈ اور فیرو جزائر",singlehop,"['کترینہ سریبوتنک اور پیٹ نورول دفاعی چیمپئن تھے ، لیکن دوسرے راؤنڈ میں کم کلیجسٹرس اور لیٹن ہیویٹ سے ہار گئے۔', 'لڑکی جو سوچتی ہے کہ وینڈیٹا اس کا بہترین دوست ہے', 'نندھا دیوی ہندوستان کا دوسرا بلند ترین پہاڑ ہے اور یہ پوری طرح سے ملک کے اندر واقع ہے']",نندھا دیوی,3.490270376,4.762968302,5.152483463,0.551916122,13.95763826,hard
کریگ نورتھی نے اپنے سولو البم گیڈی اپ جاری کرنے سے پہلے کس بینڈ کے ساتھ کھیلا تھا؟,امکانات,singlehop,"['کی نئی اور پہلے سے جاری نہ ہونے والی تحریروں کی پیش کش کرتی ہے', 'جیفرسن ڈیوس نے بریگیڈیئر جنرل مقرر نہیں کیا یا کنفیڈریٹ سینیٹ نے جنرل آفیسر کی حیثیت سے تصدیق کی', 'زندگی سے متعلق تھی ، لی نے ایک اصل گانا کے ساتھ ساؤنڈ ٹریک میں حصہ لینے کا فیصلہ کیا', 'بوہوم میں پیدا ہونے والی ، گول نے تاریخ اور ادب کی تعلیم حاصل کی۔ ایک ٹریول گائیڈ کی حیثیت سے کام کرتے ہوئے ، اس نے نیوزی لینڈ کو دریافت کیا جہاں اس نے لوگوں اور مناظر کو فوری طور پر پسند کیا', 'بوہوم میں پیدا ہونے والی ، گول نے تاریخ اور ادب کی تعلیم حاصل کی۔ ایک ٹریول گائیڈ کی حیثیت سے کام کرتے ہوئے ، اس نے نیوزی لینڈ کو دریافت کیا جہاں اس نے لوگوں اور مناظر کو فوری طور پر پسند کیا', 'بوہوم میں پیدا ہونے والی ، گول نے تاریخ اور ادب کی تعلیم حاصل کی۔ ایک ٹریول گائیڈ کی حیثیت سے کام کرتے ہوئے ، اس نے نیوزی لینڈ کو دریافت کیا جہاں اس نے لوگوں اور مناظر کو فوری طور پر پسند کیا']",جیفرسن ڈیوس نے بریگیڈیئر جنرل مقرر نہیں کیا یا کنفیڈریٹ سینیٹ نے جنرل آفیسر کی حیثیت سے تصدیق کی,3.173289299,5.530996799,5.116235018,2.410041332,16.23056245,hard
"1983 میں ، لاس اینجلس رامس نے اپنے پہلے رننگ بیک کو منتخب کیا تھا۔",ایرک ڈکرسن,singlehop,"['بریلن ایڈورڈز (پیدائش: 21 فروری ، 1983) ایک سابق امریکی فٹ بال وائیڈ ریسیور ہے جو نیشنل فٹ بال لیگ (این ایف ایل) میں کام کرتا ہے', '""کیم ڈونگ ووک (پیدائش: 29 جولائی ، 1983) ایک جنوبی کوریائی اداکار ہے', '۔ یہ ڈرامہ """"ساؤنڈ اینڈ بیوٹی"""" کے طور پر 6 نومبر ، 1983 کو آف براڈوے میں جوزف پیپ پبلک تھیٹر میں پیش کیا گیا تھا۔ یہ فلم جان لون نے ہدایت کی تھی۔""', 'جیسی ڈون کیرول (پیدائش: 16 اپریل ، 1983) ایک آذربائیجان نژاد امریکی پیشہ ور باسکٹ بال کھلاڑی ہے جو لیگا اے سی بی کے ریئل میڈرڈ کے لئے کھیلتا ہے۔ وہ سینئر آذربائیجان کی قومی ٹیم کی نمائندگی کرتا ہے', '۔ پہلی بار 1983 میں شائع ہونے والی ، کٹانا ایک سامورائی جنگجو ہے جس کی تلوار کے ساتھ مہارت اسے سپر ہیرو کے طور پر انصاف کے لئے لڑنے کی اجازت دیتی ہے', '۔ یہ ڈرامہ 6 نومبر ، 1983 کو آف براڈوے پر جوزف پیپ پبلک تھیٹر میں پروڈکشن ""ساؤنڈ اینڈ بیوٹی"" کے حصے کے طور پر تیار کیا گیا تھا۔ اس کی ہدایت کاری اور نمایاں کیا گیا تھا جان لون۔', '""میلون ایک امریکی راک بینڈ ہے جو 1983 میں مونٹیسانو ، واشنگٹن میں تشکیل دیا گیا تھا۔ انہوں نے زیادہ تر تینوں کے ساتھ ساتھ حالیہ برسوں میں دو ڈرمرز کے ساتھ ایک کوارٹیٹ کے طور پر بھی پرفارم کیا ہے', '۔ یہ ڈرامہ """"ساؤنڈ اینڈ بیوٹی"""" کے طور پر 6 نومبر ، 1983 کو آف براڈوے میں جوزف پیپ پبلک تھیٹر میں پیش کیا گیا تھا۔ یہ فلم جان لون نے ہدایت کی تھی۔""', 'بریلن ایڈورڈز (پیدائش: 21 فروری ، 1983) ایک سابق امریکی فٹ بال وائیڈ ریسیور ہے جو نیشنل فٹ بال لیگ (این ایف ایل) میں کام کرتا ہے', 'پیٹرک میکارتھی (پیدائش 31 مئی ، 1983) ایک آئرش سابق پیشہ ور فٹ بالر ہے جو سنٹر بیک کے طور پر کھیلا جاتا ہے ، حال ہی میں انگریزی کلب کرسٹل پیلس کے لئے۔ وہ فی الحال کرسٹل پیلس میں انڈر 18 کے کوچ کی حیثیت سے خدمات انجام دے رہا ہے']","نہیں، 1983 میں کسی فٹ بال ٹیم نے لاس اینجلس رامس نہیں انتخاب کیا تھا۔",3.858754635,5.287046432,5.346269131,2.674945593,17.16701579,hard
ایک کٹ وائلن اور ایک اوپیرا کا نام کیا ہے؟,L'Orfeo,singlehop,"['ساتھ مل کر ایک اور دوسرے کے خلاف فائرنگ کی ضرورت پڑی', 'کیتھرین ہینٹر ، ایک افسانوی کردار ہے جو آسٹریلیائی چینل سیون صابن اوپیرا ہوم اینڈ ایوے میں دکھائی دیتی ہے', 'باب اور مائیک برائن دفاعی چیمپئن تھے، لیکن دوسرے راؤنڈ میں جیمی مرے اور جان پیرس سے ہار گئے۔']",سیون صابن Owen and Eve.,3.132454872,5.096690655,5.037451267,0.546526194,13.81312299,hard
"واہ واہ امریکہ کا جشن منانے کے لئے ایک مشہور جگہ ہے ، اور یہ ایک ایسی جگہ ہے جہاں آپ کو ہر روز ایک دوسرے کے ساتھ مل کر کھانا کھانا کھلانا پڑتا ہے۔",واوا انکارپوریٹڈ,singlehop,"['فاریکس ٹریڈنگ کیا ہے؟ ایک ماہانہ میگزین ہے جو لاطینی امریکہ اور کیریبین میں عالمی کاروبار کا احاطہ کرتا ہے', 'میں اینڈس تک مشرق میں ، جنوبی امریکہ کے جنوب میں واقع ہے', '۔ یہ ایک بار پھر ایک مشہور جرمن شہر بن گیا ہے۔ یہ ایک بار پھر ایک مشہور شہر بن گیا ہے۔', 'واوا ، ریاستہائے متحدہ امریکہ کے مشرقی ساحل کے ساتھ واقع ایک سہولت اسٹور یا گیس اسٹیشنوں کا سلسلہ ہے۔ یہ پنسلوانیا ، نیو جرسی ، ڈیلاویئر ، میری لینڈ ، ورجینیا اور فلوریڈا میں کام کرتا ہے', 'بزنس نیشن ایک ماہانہ نیوز میگزین ہے جو سی این بی سی پر نشر ہوتا ہے اور اس میں کاروباری خبروں کے پیچھے کی کہانیوں پر توجہ دی جاتی ہے۔ یہ پروگرام کاروبار ، فنانس اور معیشت کی کہانیاں بھی ظاہر کرتا ہے جو تمام امریکیوں کی زندگیوں کو چھوتی ہیں۔', 'فراہم کرتا ہے جب وہ چین سے ریاستہائے متحدہ امریکہ منتقل ہوئے تھے', 'بزنس نیشن ایک ماہانہ نیوز میگزین ہے جو سی این بی سی پر نشر ہوتا ہے اور اس میں کاروباری خبروں کے پیچھے کی کہانیوں پر توجہ دی جاتی ہے۔ یہ پروگرام کاروبار ، فنانس اور معیشت کی کہانیاں بھی ظاہر کرتا ہے جو تمام امریکیوں کی زندگیوں کو چھوتی ہیں۔', 'واوا ، ریاستہائے متحدہ امریکہ کے مشرقی ساحل کے ساتھ واقع ایک سہولت اسٹور یا گیس اسٹیشنوں کا سلسلہ ہے۔ یہ پنسلوانیا ، نیو جرسی ، ڈیلاویئر ، میری لینڈ ، ورجینیا اور فلوریڈا میں کام کرتا ہے', 'بزنس نیشن ایک ماہانہ نیوز میگزین ہے جو سی این بی سی پر نشر ہوتا ہے اور اس میں کاروباری خبروں کے پیچھے کی کہانیوں پر توجہ دی جاتی ہے۔ یہ پروگرام کاروبار ، فنانس اور معیشت کی کہانیاں بھی ظاہر کرتا ہے جو تمام امریکیوں کی زندگیوں کو چھوتی ہیں۔']",واوا امریکہ کے مشرقی ساحل کے ساتھ واقع ایک سہولت اسٹور یا گیس اسٹیشنوں کا سلسلہ ہے۔,3.994777441,5.38062644,5.368113518,3.019033194,17.76255059,hard
کیا جھیل میمفریماگوگ اور جھیل پریسپا دونوں میٹھے پانی کی جھیلیں ہیں؟,"ہاں، ہاں",singlehop,"['جینی میک کارتی شو ایک ٹیلی ویژن مختلف قسم کا شو ہے جس میں جینی میک کارتی شامل ہیں۔', '۔ ان کی فلموں میں ، نفسیاتی عام طور پر جسمانی کے ساتھ جڑا ہوا ہے۔', '۔ موسم گرما میں ، قریبی ہیتھ فیلڈ اکیڈمی بند ہوگئی اور ولیم بریڈفورڈ اکیڈمی کے ساتھ ان کی سائٹ پر مل گئی۔']","نہیں، نہیں کیا سوال جوائن میم کارتی شو میں شامل نہیں ہے۔",4.360477924,5.391175032,5.350059986,1.441553593,16.54326653,hard
گرینڈ ٹرنک ویسٹرن 625 نے 1946 میں مشی گن کے ذریعے کس امریکی صدر کے جانشین کی مہم کی ٹرین کو کھینچنے کے لئے بدنامی حاصل کی؟,فرینکلن ڈی روزویلٹ,singlehop,"['۔ اس ریلوے لائن کی تعمیر کا کام اے جے اوریم اینڈ کمپنی نے کیا تھا۔ اس ریلوے لائن کا اختتام سنہ 1946 میں ہوا تھا۔ اس ریلوے لائن کا اختتام سنہ 1946 میں ہوا تھا۔', '۔ 1946 میں ، انہوں نے ایک بار پھر فٹ بال کی ٹیم میں سب سے بہترین پاس وصول کرنے والے کے طور پر نامزد کیا تھا۔', '۔ 1946 میں قائم کیا گیا اور اصل میں این بی اے نیشنلز کے نام سے جانا جاتا ہے ، وہ این بی اے کی سب سے پرانی فرنچائزز میں سے ایک ہے۔""', '۔ یہ ٹیم 1946 میں لاس اینجلس ، کیلیفورنیا منتقل ہونے کے بعد ، کلب کے بعد ، جنوبی اورنج کاؤنٹی کے مضافات میں منتقل ہوگئی ، جو پندرہ سیزن کے لئے لاس اینجلس کے اینہیم اسٹیڈیم میں اپنے ہوم میچ کھیلتی ہے۔', '۔ 1946 میں قائم کیا گیا اور اصل میں این بی اے نیشنلز کے نام سے جانا جاتا ہے ، وہ این بی اے کی سب سے پرانی فرنچائزز میں سے ایک ہے۔""', '۔ اس ریلوے لائن کی تعمیر کا کام اے جے اوریم اینڈ کمپنی نے کیا تھا۔ اس ریلوے لائن کا اختتام سنہ 1946 میں ہوا تھا۔ اس ریلوے لائن کا اختتام سنہ 1946 میں ہوا تھا۔', '۔ یہ ٹیم 1946 میں لاس اینجلس ، کیلیفورنیا منتقل ہونے کے بعد ، کلب کے بعد ، جنوبی اورنج کاؤنٹی کے مضافات میں منتقل ہوگئی ، جو پندرہ سیزن کے لئے لاس اینجلس کے اینہیم اسٹیڈیم میں اپنے ہوم میچ کھیلتی ہے۔', '۔ 1946 میں قائم کیا گیا اور اصل میں این بی اے نیشنلز کے نام سے جانا جاتا ہے ، وہ این بی اے کی سب سے پرانی فرنچائزز میں سے ایک ہے۔""', '۔ اس ریلوے لائن کی تعمیر کا کام اے جے اوریم اینڈ کمپنی نے کیا تھا۔ اس ریلوے لائن کا اختتام سنہ 1946 میں ہوا تھا۔ اس ریلوے لائن کا اختتام سنہ 1946 میں ہوا تھا۔', '۔ اگرچہ این ایف ایل نے اسی مالک کو رکنیت دی ، این ایف ایل اسے ایک علیحدہ ادارہ سمجھتا ہے۔ 1946 میں ، رامز کے مالک ڈین ریوس نے کلیولینڈ اسٹیڈیم میں ناقص حاضری سے تنگ آکر ، رامز کو لاس اینجلس منتقل کردیا']",ٹرمپن نے 1946 میں مشی گن کے ذریعے ت Roosevelt کے جانشین کی مہم کی ٹرین کو کھینچنے کے لئے بدنامی حاصل کی۔,3.097127199,5.814486265,5.334997416,3.371986866,17.61859775,hard
کیا چوسیا اور اوینوتھرا دونوں امریکہ کے مقامی ہیں؟,"ہاں، ہاں",singlehop,"['میں سے ایک ریاست میں برلنگٹن کوٹ فیکٹری اسٹورز اور شہر کے دفاتر شامل ہیں', 'میں بین الاقوامی تعلقات کے لئے وقف پہلا امریکی رسالہ تھا', 'میں البم کی ترقی اوریگون اسٹوڈیو میں پورے تخلیقی عمل کے دوران ملک سے کہیں زیادہ امریکن ہوگئی', 'بل رن دریائے ، جو ریاستہائے متحدہ امریکہ کے ریاست اوریگون میں واقع ہے ، کی ایک شاخ ہے ، جو عام طور پر ماؤنٹ ہڈ نیشنل فارسٹ کے ایک محفوظ حصے کے ذریعے شمال مغرب کی طرف بہتی ہے', 'اردن میں مشرقی آرتھوڈوکس عیسائیوں کا حوالہ دیتے ہیں جو مشرقی آرتھوڈوکس چرچ کے پیروکار ہیں ، جو اردن میں عیسائیت کا ایک طویل عرصے سے قائم حصہ ہے۔ اس میں یونانی آرتھوڈوکس ، مشرقی آرتھوڈوکس چرچ اور چرچ آف انطاکیہ کی اقلیتیں شامل ہیں']","نہیں، البم کی ترقی اوریگون اسٹوڈیو میں پورے تخلیقیعمل کے دوران ملک سے کہیں زیادہ امریکن ہوگئی",3.493286133,5.247551441,5.306271076,2.313366413,16.36047506,hard
ٹوٹسکوئی جوہری مشق کے کمانڈر نے کس جنگ کی قیادت کی جس کے نتیجے میں نازی جرمنی کو شکست دی گئی؟,برلن کی لڑائی,multihop,"['۔ یہ آدھی صدی میں کینیڈا کا پہلا بڑا جنگی مشن بھی تھا۔', '۔ مارشل میتھرز ایل پی میں گلوکار اسکائیلیر گری ، نیٹ ریہانا اور ریوئس شامل ہیں۔', 'کے بعد ملک کی موسیقی کی ترقی میں اہم کردار ادا کیا']",مارشل میتھرز ایل پی میں شامل ہونے والوں نے دوسری جنگ عظمیٰ کی قیادت کی تھی جس کے نتیجے میں نازی جرمنی کو شکست دی گئی۔,3.647658348,4.780352831,4.891260147,1.990525723,15.30979705,hard
Rossif Sutherland کے سوتیلے بھائی نے فاکس پر کس شو کے لئے متعدد ایوارڈز حاصل کیے؟,24 - - -,singlehop,"['ماسکو نائٹس (روسی: Подмосковные вечера) ایک روسی گانا ہے ، جو اپنے وطن سے باہر سب سے زیادہ مشہور ہے۔', '۔ اس نے کوفی نٹی ، باروسکی ، اور کیمنو کے فوکو کے ساتھ تعاون کیا ہے۔""', 'سبت کے دن کو مقدس رکھنے کے لیے یاد رکھنا']",ماسکو نائٹس میں کوئی ذکر نہیں ہے جو Rossif Sutherland سے متعلق ہو۔ لہذا یہ سوال کا جواب نہیں مل سکتا۔,3.253786325,5.395129204,5.49303627,1.933487654,16.07543945,hard
"2001-2002 کے سیزن میں ، بارسلونا نے ایک ریٹائرڈ فٹ بالر کو شامل کیا جس نے موجودہ منیجر بننے سے پہلے اپنے دنوں میں کس صلاحیت میں کھیلا؟",مرکزی محافظ,multihop,"['شروعات کے لئے بینٹ گرل مرانڈا کے طور پر تسلیم کیا ایک اور دن مر جاؤ (2002)', '۔ اس کے پاس ماورائے فطری ٹیلی ویژن سیریز ""چرمڈ"" (2001-02) میں باب کوون کے طور پر ایک بار پھر کردار تھا۔', 'فرانز فرڈینینڈ ایک سکاٹش راک بینڈ ہے جو 2002 میں تشکیل دیا گیا تھا اور گلاسگو میں مقیم ہے', '۔ اس کے پاس ماورائے فطری ٹیلی ویژن سیریز ""چرمڈ"" (2001-02) میں باب کوون کے طور پر ایک بار پھر کردار تھا۔', 'شروعات کے لئے بینٹ گرل مرانڈا کے طور پر تسلیم کیا ایک اور دن مر جاؤ (2002)', 'فلائی لیف ایک امریکی راک بینڈ ہے جو بیلٹن اور ٹیمپل ، ٹیکساس میں 2002 میں تشکیل دیا گیا تھا۔ اس نے مرکزی دھارے میں شامل راک ، کرسچن پاپ اور کرسچن میٹل صنفوں میں چارٹ کیا ہے']",باب کوون کے طور پر کردار تھا۔,4.994154453,5.936285734,5.180688381,1.107293606,17.21842217,hard
کار 2 اور پروم دونوں ہی متحرک فلمیں ہیں؟,نہیں,singlehop,"['اور ماحول دونوں کی تفصیلات کے ساتھ مناظر کو گوشت دیا ہے', 'دیگر بیرونی کھیلوں کی سرگرمیوں کے دوران پوزیشن کا تعین کرنے کے لئے استعمال کیا جاتا ہے', 'باب اور مائیک برائن دفاعی چیمپئن تھے، لیکن دوسرے راؤنڈ میں جیمی مرے اور جان پیرس سے ہار گئے۔']","نا، باب اور مائیک برائن دفاعی چیمپئن تھے لیکن دوسرے راؤنڈ میں ہار گئے۔",3.204332829,5.175741673,5.184928656,1.508019924,15.07302308,hard
سنڈرلینڈ ایسوسی ایشن فٹ بال کلب (ای ایف سی) ایک انگریزی پیشہ ور فٹ بال کلب ہے جو اسکائی بیٹ چیمپئن شپ کے نام سے جانا جاتا ہے.,سپانسرشپ کی وجوہات,singlehop,"['۔ اصطلاح فلیش اینیمیشن فائل فارمیٹ اور اس میڈیم دونوں کا حوالہ دیتی ہے جس میں اینیمیشن تیار کی جاتی ہے', '۔ اس کا علاقہ کیچ نیشنل فارسٹ کے علاقے میں واقع ہے۔', '۔ وہ ایشین اکیڈمی آف فلم اینڈ ٹیلی ویژن کی سابقہ طالبہ ہیں ، جس میں فلم اور ٹیلی ویژن میں ماسٹر کی ڈگری حاصل کی ہے۔', '۔ وہ ایک سابق پیشہ ور امریکی فٹ بال کھلاڑی بھی ہے جو ڈیٹرائٹ فالکنز اور اٹلانٹا لیونز کے لئے پانچ سیزن کے لئے وسیع وصول کنندہ کے طور پر کھیلا۔ فلپس نے ہیوسٹن کے لئے کالج فٹ بال کھیلا', '۔ انہوں نے متعدد کتابوں اور میگزینوں کے ساتھ ساتھ پوسٹرز ، اشتہارات اور کیلنڈروں جیسے تجارتی اشیاء کے لئے عکاسی کی ہے۔ وہ شاید جیک لندن کی کتاب دی کال آف دی وائلڈ کے لئے سب سے زیادہ مشہور ہے', '۔ شہزادی ایلیونور-کرسٹین ڈنمارک کے بادشاہ فریڈرک آٹھویں کی پوتی ہے۔ ڈنمارک کے قانون کے تحت، اسے ڈنمارک کے تخت کی جانشینی سے روک دیا گیا ہے، کیونکہ وہ کرسچن ایکس کی اولاد نہیں ہے۔']",فلپس نےسنڈرلینڈ ایسوسی ایشن فٹ بال کلب میں کھیلا ہے نہیں۔,4.074966431,5.763849258,4.976632118,1.885468006,16.70091581,hard
یہ جہاز برطانیہ کی بحریہ کے لیے بنایا گیا تھا۔,"HMS ""عدالت"" (W-140)",singlehop,"['۔ یہ دونوں لقب اس کے بھائی سانچترہ اول کے لیے بھی تصدیق شدہ ہیں۔', '۔ وہ ٹیلی ویژن پر اپنی کہانی سنانے اور ریئلٹی شو میں حصہ لینے کے لئے مشہور ہوا۔', '۔ انہیں برطانیہ بھر میں مقامی سیاحتی اداروں اور وزٹ برطانیہ کے ذریعہ برطانیہ کے سرکاری سیاحتی گائیڈز کے طور پر پہچانا جاتا ہے', '۔ انہیں برطانیہ بھر میں مقامی سیاحتی اداروں اور وزٹ برطانیہ کے ذریعہ برطانیہ کے سرکاری سیاحتی گائیڈز کے طور پر پہچانا جاتا ہے']",نہیں ۔,2.75068903,5.555231094,5.060903549,0.70842433,14.075248,hard
"""ماریہ اے ووک کو """"نارتھ امریکہ کے غیر تسلیم شدہ ملک"""" کے آبی گزرگاہوں پر گشت کرنے کے لیے کس ادارے نے استعمال کیا تھا؟""",یونین بحریہ,multihop,"['والی معروف تنظیم ہے ، جس میں برآمدات کی سہولت ، سرمایہ کاری اور سیاحت کو فروغ دینے پر خصوصی توجہ دی گئی ہے', 'نیپال کی وفاقی جمہوری جمہوریہ نے روایتی طور پر غیر منسلک پالیسی کو برقرار رکھا ہے اور پڑوسی ممالک کے ساتھ دوستانہ تعلقات سے لطف اندوز ہوتا ہے', 'ایک نسلی مذہبی گروہ ایک نسلی گروہ ہے جس کے ارکان ایک عام مذہبی پس منظر کے ذریعہ بھی متحد ہوتے ہیں']",والی معرِف تنظیم نے استعمال کیا تھا,3.825314045,7.005172968,5.673880339,0.930850029,17.43521738,hard
"فرسٹ چارٹر بینک کس علاقائی بینک کا حصہ بن گیا، جس کا صدر دفتر سنسناٹی میں تھا؟",تیسرا پانچویں بینک,multihop,"['ولیم بووری دفاعی چیمپئن تھا ، لیکن کوارٹر فائنل میں رے روفلز سے ہار گیا۔', '۔ اس فلم میں والٹر پیڈجن نے مرکزی کردار ادا کیا تھا۔', 'فٹ بال لیگ کے مونٹریال الیوٹ اور کیلگری اسٹیمپڈرز کے لئے کھیلا']","کرسی نہیں ہے! یہ کونٹیکسٹ میں کوئی معلومات فرسٹ چارٹر بینک یا سنسناٹی سے متعلق نہیں ہے۔ اس لیے، میرا جواب نہیں ہو سکتا!",3.175970316,4.936059237,4.90507102,2.509643078,15.52674365,hard
میری این پارکنسن کے شوہر نے 1971 سے 1982 اور 1998 سے 2007 تک کون سا ٹاک شو پیش کیا؟,"""پارکسنسن""",singlehop,"['۔ وہ میک ماسٹر یونیورسٹی کے نئے قائم کردہ میڈیکل اسکول میں بانی فیکلٹی ممبروں میں سے ایک تھا۔ وہ 1972 سے 1982 تک میک ماسٹر یونیورسٹی میں میڈیکل اسکول کے ڈین تھے۔', '۔ 1971 سے 1982 تک اور 1998 سے 2007 تک ، اس کے ساتھ ساتھ برطانیہ اور بین الاقوامی سطح پر دیگر ٹاک شوز اور پروگراموں کے ساتھ۔ وہ ایک ریڈیو براڈکاسٹر کے طور پر بھی جانا جاتا ہے۔""', '۔ بنگلہ دیش نے 16 دسمبر 1971 کو بنگلہ دیش سے آزادی حاصل کی تھی لیکن بنگلہ دیش کے بیہاریوں نے اس جنگ کو ختم کر دیا تھا۔', '۔ بنگلہ دیش نے 16 دسمبر 1971 کو بنگلہ دیش سے آزادی حاصل کی تھی لیکن بنگلہ دیش کے بیہاریوں نے اس جنگ کو ختم کر دیا تھا۔', '۔ وہ میک ماسٹر یونیورسٹی کے نئے قائم کردہ میڈیکل اسکول میں بانی فیکلٹی ممبروں میں سے ایک تھا۔ وہ 1972 سے 1982 تک میک ماسٹر یونیورسٹی میں میڈیکل اسکول کے ڈین تھے۔', '۔ 1971 سے 1982 تک اور 1998 سے 2007 تک ، اس کے ساتھ ساتھ برطانیہ اور بین الاقوامی سطح پر دیگر ٹاک شوز اور پروگراموں کے ساتھ۔ وہ ایک ریڈیو براڈکاسٹر کے طور پر بھی جانا جاتا ہے۔""', '۔ وہ میک ماسٹر یونیورسٹی کے نئے قائم کردہ میڈیکل اسکول میں بانی فیکلٹی ممبروں میں سے ایک تھا۔ وہ 1972 سے 1982 تک میک ماسٹر یونیورسٹی میں میڈیکل اسکول کے ڈین تھے۔', 'کیلی فورنیا اسٹیٹ یونیورسٹی ، فلرٹن ، نے سنہ 1970 سے 1992 تک کیلی فورنیا کالج ایتھلیٹک ایسوسی ایشن کے ممبر کی حیثیت سے مقابلہ کیا ، اس کے بعد وہ 1974 میں پیسیفک کوسٹ ایتھلیٹک ایسوسی ایشن (اب بگ ویسٹ) میں منتقل ہوگئے ، جہاں وہ 1991 کے سیزن تک رہے']",وہ میک ماسٹر یونیورسٹی کے نئے قائم کردہ میڈیکل اسکول میں بانی فیکلٹی ممبروں میں سے ایک تھا۔,4.317909956,5.44805932,4.840778828,2.992283344,17.59903145,hard
"کتنے موسموں میں، گارڈ نے این بی اے میں کھیلنا شروع کیا؟",14 موسموں,singlehop,"['۔ اس مقابلے میں مس انڈیا کا اعزاز حاصل کرنے والی خاتون کو مس انڈیا کا اعزاز دیا جاتا ہے۔', '۔ ایوانسینس نے اپنے فلمی کیریئر کا آغاز کیا ہے۔', 'دیگر بیرونی کھیلوں کی سرگرمیوں کے دوران پوزیشن کا تعین کرنے کے لئے استعمال کیا جاتا ہے', 'کنٹائر اور لوچ فین کے آس پاس کے علاقوں میں ان کے ابتدائی دورے میں توسیع کرنے میں بھی مدد ملتی ہے']",دوسرے موسموں میں,3.1995821,5.401535273,4.963672161,0.725358725,14.29014826,hard
